Content Manifest for Depot 230411 

Manifest ID / date     : 174676543101364914 / 12/19/2018 00:34:51 
Total number of files  : 426 
Total number of chunks : 34747 
Total bytes on disk    : 34375309334 
Total bytes compressed : 26982821920 


          Size Chunks File SHA                                 Flags Name
             0      0 0000000000000000000000000000000000000000    40 Cache.Windows
     179102925    174 2e83c40fcad85fc18a6b0fe72ee4e3154920cb19     0 Cache.Windows\B.AnimRetarget.cache
        445256      1 77203d5849f39e29592edd830bc7b7259de3aa19     0 Cache.Windows\B.AnimRetarget.toc
         38498      1 aef19bfc095c6fb5a886a0cc9e5615964a1b0a71     0 Cache.Windows\B.CharacterCodesCache.cache
           200      1 79acb644334c09d4daaa5e1952f4e82850d414ff     0 Cache.Windows\B.CharacterCodesCache.toc
       4951591      5 8684eea4afc5942156633bdcf177f516ce20729f     0 Cache.Windows\B.CharacterCodesCacheDx10.cache
          9128      1 60028df58679d0cc2e6355ab93deedd2fd7cdee1     0 Cache.Windows\B.CharacterCodesCacheDx10.toc
       5256999      6 704e4e0e82da2575f86d2bdf5e6f86362520ebfa     0 Cache.Windows\B.CharacterCodesCacheDx11.cache
          9224      1 39fb339f45fd9ea12840a411d13b446eaa2aff54     0 Cache.Windows\B.CharacterCodesCacheDx11.toc
       2817594      3 576c13d651933496337a78782b24b3c7055ab4d3     0 Cache.Windows\B.CharacterCodesCacheDx9.cache
          9032      1 211249c1841489bca4f07e7a6daec41586f29260     0 Cache.Windows\B.CharacterCodesCacheDx9.toc
      17201967     17 13ba21196a2a7cb1c2ce4a46cc0e2ef0fa07997b     0 Cache.Windows\B.Font.cache
        253448      1 61fb0ca32face8f017d857659c55ebc52b3715d9     0 Cache.Windows\B.Font.toc
    3884808442   3836 d95d18c8f2989e1309af4b7c6949580856599045     0 Cache.Windows\B.Misc.cache
       7088360      7 2cc1f99755d2d8f32734cfd6363a4320436c4bd8     0 Cache.Windows\B.Misc.toc
        126479      1 1aedc0183618055adb2151eb042e4d1e048eaca5     0 Cache.Windows\B.Misc_de.cache
         10088      1 f002070668f3209c3d48a100db02697f15909a31     0 Cache.Windows\B.Misc_de.toc
        122575      1 fbc0162547d8cca5a9a18664dd3fbe51aa7c4341     0 Cache.Windows\B.Misc_en.cache
         10088      1 b9ad31e82d08ad81b15a9ecc027ed38d9517c033     0 Cache.Windows\B.Misc_en.toc
        127265      1 8c33867e12f821bf395d6f35afcf55988f16e210     0 Cache.Windows\B.Misc_es.cache
         10088      1 d6f39bb61f0e98d377d5b64e65f856134d28c1f4     0 Cache.Windows\B.Misc_es.toc
        127618      1 66ce7741b4f4fcdb53e6e7c3f27b3fa6ca9e8659     0 Cache.Windows\B.Misc_fr.cache
         10088      1 1705ea3f0116cfbfde0e925b7f132c2c52b042fa     0 Cache.Windows\B.Misc_fr.toc
        127965      1 b8a69e4cc300d2c612894b5ba25489fff1565d5f     0 Cache.Windows\B.Misc_it.cache
         10088      1 a05f3831904d29d685e4220fe4aa2da47bcec388     0 Cache.Windows\B.Misc_it.toc
        590024      1 10faf78af96537da65edbfed1d870624940fb6f2     0 Cache.Windows\B.Misc_ja.cache
          9608      1 82a750b235f53fb86915f3d6189753b6c555546c     0 Cache.Windows\B.Misc_ja.toc
