Content Manifest for Depot 230411 

Manifest ID / date     : 8461211368258506784 / 11/16/2018 01:11:55 
Total number of files  : 151 
Total number of chunks : 30893 
Total bytes on disk    : 30096618302 
Total bytes compressed : 24290062624 


          Size Chunks File SHA                                 Flags Name
             0      0 0000000000000000000000000000000000000000    40 Cache.Windows
     132418582    128 68af6bdb21a8bcdd8fad90fe563a5ea65a7fd865     0 Cache.Windows\B.AnimRetarget.cache
        402440      1 a1da2e7fa31d0c447ed2a44b23974ee2a4d7f4ca     0 Cache.Windows\B.AnimRetarget.toc
         38498      1 1dec6fd1cd07ad598d545dd592da85945cc3bdc3     0 Cache.Windows\B.CharacterCodesCache.cache
           200      1 f151e250290eff3bda0f1a61733fd3becd77877d     0 Cache.Windows\B.CharacterCodesCache.toc
       4778188      5 d5609ed8b7bf9dd3658b7b7934b06198186c69c0     0 Cache.Windows\B.CharacterCodesCacheDx10.cache
          8744      1 1cd504e0ea235e3f554c62d55d54c85257e5f0e5     0 Cache.Windows\B.CharacterCodesCacheDx10.toc
       4785595      5 647e243b956b325de0736def86ecbf5fd4de8a39     0 Cache.Windows\B.CharacterCodesCacheDx11.cache
          8744      1 64da4a636e7b5acccc54d15cad04b06ff1446cfb     0 Cache.Windows\B.CharacterCodesCacheDx11.toc
       2774027      3 5afd926f6bc08d747a38b0d773e9ed0d9f7156b7     0 Cache.Windows\B.CharacterCodesCacheDx9.cache
          8744      1 7386883480622794323fafc00db5af27f5e4b418     0 Cache.Windows\B.CharacterCodesCacheDx9.toc
      13688715     14 a1eadad44f8197b1603a8e3073ef7ae263f13279     0 Cache.Windows\B.Font.cache
        239240      1 6139923e9b90a8bba663267f97f7a91d6188ac2a     0 Cache.Windows\B.Font.toc
    3610724656   3553 2244bb0d9c16ec2926f15cfb068f6274b9a35bac     0 Cache.Windows\B.Misc.cache
       6857192      7 ddd20a357e7d4e25729547b8d81e429674ceee71     0 Cache.Windows\B.Misc.toc
          9992      1 6628ea199895ced04ec67dd7da3c1d18d9eaf94f     0 Cache.Windows\B.Misc_en.toc
        546865      1 b14d9bc89d0aa04b4c4800625306b15d1c21e25d     0 Cache.Windows\B.Misc_ja.cache
          9416      1 3c0af4783e74f1c339397b7f343e70d1254b5626     0 Cache.Windows\B.Misc_ja.toc
        336806      1 7ab0ea055f6fcf880d466f2a0bf5789b2831276a     0 Cache.Windows\B.Misc_ko.cache
          9416      1 a610223857ed97beeb32827a3799766677a05b2f     0 Cache.Windows\B.Misc_ko.toc
        609790      1 2fe2ebb63aa2326b38f866ee2c0413f0fc8c686e     0 Cache.Windows\B.Misc_tc.cache
          9416      1 b577335be783a12e99821184f21ac4a85c7990ac     0 Cache.Windows\B.Misc_tc.toc
       9541584     10 0285dbb09dc6d20b3eca7f1bc220ed54f6043376     0 Cache.Windows\B.Misc_xx.cache
       1050728      2 425df91508688857e99c62be88436c28a2da533c     0 Cache.Windows\B.Misc_xx.toc
        606763      1 912391f7c1e0612bb36ca75a88b12b298fd0d9c5     0 Cache.Windows\B.Misc_zh.cache
          9416      1 3d31d16c53a4a96035b82547087f9e3de1a1c954     0 Cache.Windows\B.Misc_zh.toc
     627289261    605 c2b5af7fc39ff779c3002fb05a0387722ef59bf4     0 Cache.Windows\B.ShaderPermutationDx10.cache
        551816      1 4dfa49887f9807174b83c56cb242d73206f27eeb     0 Cache.Windows\B.ShaderPermutationDx10.toc
     625503565    604 caf01472fd3947634bc9ec4fdfda0fcaa90982a7     0 Cache.Windows\B.ShaderPermutationDx11.cache
        551816      1 511b86e1c034b8fa4d04bddcf9990f8e5627717b     0 Cache.Windows\B.ShaderPermutationDx11.toc
     369914754    357 aad691f525d7598ffe044adcb88527a6b2d86192     0 Cache.Windows\B.ShaderPermutationDx9.cache
        551816      1 9121bd3a6d169ee67d4c0ffc78aebcdb4dab2b51     0 Cache.Windows\B.ShaderPermutationDx9.toc
    1242926079   1219 024c5661c7b6858e9c473c22f96b9bfbda55f6a8     0 Cache.Windows\B.TextureDx9.cache
       4632104      5 17305637e3b2a072c1c9f0189a322d8751914d10     0 Cache.Windows\B.TextureDx9.toc
          3368      1 2475a6fe9acb82cf3a475ea1b0539fd0939e2d9c     0 Cache.Windows\B.TextureDx9_en.toc
      30701108     31 ac2ac2746e7de20eb0b726a288d986e808abe2e2     0 Cache.Windows\B.TextureDx9_ja.cache
          3368      1 fbb119b27f0cfdc2759b85a5e25a35da8850d541     0 Cache.Windows\B.TextureDx9_ja.toc
      12119045     13 a17c238f3b3731015c3af7e4f4fab3d931f39957     0 Cache.Windows\B.TextureDx9_ko.cache
          3368      1 86a78892937b26eaf72d19c587db15a22ffdf596     0 Cache.Windows\B.TextureDx9_ko.toc
      39741230     40 ec6048a4dd5a4361b209e28727c11175212dfe46     0 Cache.Windows\B.TextureDx9_tc.cache
          3368      1 2e65422527c9542d03894938c53857c951f199b1     0 Cache.Windows\B.TextureDx9_tc.toc
      40411436     40 fab4bcc943facf686056cfc48aaf21fb7c1d6933     0 Cache.Windows\B.TextureDx9_zh.cache
          3368      1 18ee51db796bdbb2ca6813af9bd8694515caebf5     0 Cache.Windows\B.TextureDx9_zh.toc
    2321641037   2413 623f57bd402c43d037f7b9c90426302f186f5d0c     0 Cache.Windows\F.Misc.cache
        481160      1 f7aacd539be99de146576880cf08687a9a4bc1d5     0 Cache.Windows\F.Misc.toc
     496562953    512 8b2151a7b5564f623ba2013233f713abd77a2246     0 Cache.Windows\F.Misc_xx.cache
       1050248      2 cf447f82703b9dc0a36069e4168b15197139562c     0 Cache.Windows\F.Misc_xx.toc
   19982950935  20843 426f999caedbed9a61b3bce83436a5991e491c1a     0 Cache.Windows\F.TextureDx9.cache
       4262888      5 7ad7f3a5cd8d1e815c09cbca2da07bcb65b30834     0 Cache.Windows\F.TextureDx9.toc
      94889306     91 a4dc70f5f8f382ab70dc9614b4be90323ad19e9f     0 Cache.Windows\H.AnimRetarget.cache
        444488      1 edabf1b03d1672a7dca65626c11b41228afc4edf     0 Cache.Windows\H.AnimRetarget.toc
          4224      1 aedb962fb4f14b13adc44ffff1b71fef2a4eb2f7     0 Cache.Windows\H.CharacterCodesCache.cache
           200      1 a4dae38dca09518d4e934700aa5f7a04f27e5624     0 Cache.Windows\H.CharacterCodesCache.toc
        829307      1 a8e59114503608bce3f63be121521409724af1ea     0 Cache.Windows\H.CharacterCodesCacheDx10.cache
         29096      1 02b894701d568ccd3fcabaaecfe79a62de6fcb3b     0 Cache.Windows\H.CharacterCodesCacheDx10.toc
        829228      1 2be7a76cb94cb520cb1a8b63238c548e0ab404b6     0 Cache.Windows\H.CharacterCodesCacheDx11.cache
         29096      1 3377a321d4d123802293b7a227ae1a3f33ef45a7     0 Cache.Windows\H.CharacterCodesCacheDx11.toc
        827801      1 829bb288431dd0c5fe5f9452fd16053c75eabfb8     0 Cache.Windows\H.CharacterCodesCacheDx9.cache
         29096      1 d7eac4a2d0e4cd5599715e87f078c0934c26ce3c     0 Cache.Windows\H.CharacterCodesCacheDx9.toc
       1097284      2 e15c5835e3079367ca2b90bfb6045cc7b105cc26     0 Cache.Windows\H.Font.cache
        240584      1 36b63de3de6f6b4f30ba4a0be3461cd141af1147     0 Cache.Windows\H.Font.toc
     169033521    164 ec494f69c00bf6880c62003fe3834d6662570211     0 Cache.Windows\H.Misc.cache
      10358312     10 50392be5cd4ee09c2c45180131171f91cd4fe6f8     0 Cache.Windows\H.Misc.toc
       3073921      3 35e7ef78ca6a9663c69d5ea92789597b0439468f     0 Cache.Windows\H.Misc_de.cache
          9512      1 5c80290359b6c89fc4adc09cb36801bbd6b737bb     0 Cache.Windows\H.Misc_de.toc
          9416      1 5eacc25911a053d2695f755fe4e4d57cbc93c86b     0 Cache.Windows\H.Misc_en.toc
       3051229      3 93fcf0e7fb0637d519f38353643e637667e5ab2d     0 Cache.Windows\H.Misc_es.cache
