Content Manifest for Depot 230411 

Manifest ID / date     : 1746499861411165604 / 12/13/2019 14:48:27 
Total number of files  : 333 
Total number of chunks : 40068 
Total bytes on disk    : 39381009513 
Total bytes compressed : 31672378912 


          Size Chunks File SHA                                 Flags Name
             0      0 0000000000000000000000000000000000000000    40 Cache.Windows
     158266639    153 bdb77139120ebf759bd1ba323fb92fc9c3c8e265     0 Cache.Windows\B.AnimRetarget.cache
        520712      1 70b0f8be1850344b5402c816331f3475fe450ceb     0 Cache.Windows\B.AnimRetarget.toc
         38880      1 537eb840c5ff20e3dac59078d11283e90b544efa     0 Cache.Windows\B.CharacterCodesCache.cache
           200      1 c4ce06bb60010d3e6660628ebb80486b2f3ea42f     0 Cache.Windows\B.CharacterCodesCache.toc
      16589906     16 65ccfb6f4d9e0e2eb087627613118181bc8e13c6     0 Cache.Windows\B.Font.cache
        302408      1 e2ca05bf553c7bc45f0ce7974f3e94a81d458512     0 Cache.Windows\B.Font.toc
    4847367710   4766 cc274d3b0c8e830b22a4d956f7c51efc668fb49c     0 Cache.Windows\B.Misc.cache
       8417480      9 81fd21374f77d8e84aaed6566f3e344d95d2d8f3     0 Cache.Windows\B.Misc.toc
         39721      1 0678c96d3f4a9bc997f36e4da2fa6f47c1947a8e     0 Cache.Windows\B.Misc_de.cache
          3272      1 3e5a98087ba5a0cbb8eb857993ddfd9e12b6e7c5     0 Cache.Windows\B.Misc_de.toc
         35210      1 9b95e4433f0a5b2ffad9160d7986931abe198dbe     0 Cache.Windows\B.Misc_en.cache
          3272      1 827ce4a24f1414fd8d5d2dc2478cc7bd3af02390     0 Cache.Windows\B.Misc_en.toc
         40384      1 7f52ff509f90a040ef98db7be6ca4b3af3096ba1     0 Cache.Windows\B.Misc_es.cache
          3272      1 64079220c638aa97bec594e5f0ffeb6eed7fe203     0 Cache.Windows\B.Misc_es.toc
         40804      1 8e4628030f9066ad2df04693d025388ae8c7cff5     0 Cache.Windows\B.Misc_fr.cache
          3272      1 eca9089c948c71f2c62b892b577d50dc1cb136f9     0 Cache.Windows\B.Misc_fr.toc
         41159      1 326cac75ec9d9f7cfc4f985bd13224ad2248ab14     0 Cache.Windows\B.Misc_it.cache
          3272      1 70d566b747ab8f9e43dfac820daf04181c7459da     0 Cache.Windows\B.Misc_it.toc
        433311      1 57185b4a98be995e296455b158d26ac1b3746eed     0 Cache.Windows\B.Misc_ja.cache
          2888      1 66439c26c19b3c249506f0cbd5ef1f7a06452504     0 Cache.Windows\B.Misc_ja.toc
        238538      1 2b9a7d2a3ee20c69fbb9cc46472dc25a9d1aa708     0 Cache.Windows\B.Misc_ko.cache
          2888      1 fc516675322e38db8b9706dcb82f8c218d9a99f5     0 Cache.Windows\B.Misc_ko.toc
         36438      1 4e096f19909ccf75af46637aba91a8ff507ddda7     0 Cache.Windows\B.Misc_pl.cache
          3272      1 6046bce8b8afe8cf88c16e41745ac5067c4e8f8c     0 Cache.Windows\B.Misc_pl.toc
         42101      1 104da736382d4653945b7b5d682c537b93821144     0 Cache.Windows\B.Misc_pt.cache
          3272      1 b6a57852c1274285b522bc9cd9b5310bdfd194f2     0 Cache.Windows\B.Misc_pt.toc
