Content Manifest for Depot 230411 

Manifest ID / date     : 8705016425420648723 / 03/25/2017 13:41:36 
Total number of files  : 421 
Total number of chunks : 19526 
Total bytes on disk    : 23444028514 
Total bytes compressed : 15374376320 


          Size Chunks File SHA                                 Flags Name
             0      0 0000000000000000000000000000000000000000    40 Cache.Windows
     122217989    117 2fa49660825068715a8398a07e4931a6c45fcc09     0 Cache.Windows\B.AnimRetarget.cache
        307304      1 f210e1907af564a7096d2d1de32d347971cc0557     0 Cache.Windows\B.AnimRetarget.toc
         37931      1 ce29e8cde98ca0497b680240f175ea56b1a1bc0b     0 Cache.Windows\B.CharacterCodesCache.cache
           200      1 f0c708a03c95cc0ce4c99410847d4704284ab1f1     0 Cache.Windows\B.CharacterCodesCache.toc
       1252033      2 4183b24f5091989f70c017449af7159f7390a461     0 Cache.Windows\B.CharacterCodesCacheDx10.cache
          7112      1 2dce20d1307902abf8749344ad5dac5723d28a0b     0 Cache.Windows\B.CharacterCodesCacheDx10.toc
       1238531      2 e2c45320d09de92a28aa103c96f5b76489ad9725     0 Cache.Windows\B.CharacterCodesCacheDx11.cache
          7112      1 70491b6dcd63ee695e29ec46fafe5b684b54ab15     0 Cache.Windows\B.CharacterCodesCacheDx11.toc
        668458      1 5b37d67a09088f66fcd78231053fc21cef38f109     0 Cache.Windows\B.CharacterCodesCacheDx9.cache
          7112      1 434279a9244a61205619d02535d1a667d43296b7     0 Cache.Windows\B.CharacterCodesCacheDx9.toc
      10558129     11 9bba3300d9e923d09d3555b6198c48ab91d1101d     0 Cache.Windows\B.Font.cache
        170408      1 ad771404fa40ecca948acdecc401e952c61bba70     0 Cache.Windows\B.Font.toc
    2340395814   2265 900687a74fdbb8650ef567597901755835f06746     0 Cache.Windows\B.Misc.cache
       5016968      5 1676bb06d286ec65e40daaa1745ca0693b90b389     0 Cache.Windows\B.Misc.toc
       7172360      7 fcce81e7ab6638c742abe4b46bb45db5b0becc06     0 Cache.Windows\B.Misc_de.cache
        695240      1 de8c2dbcfc2ddae6fdd8bddedb8c8aa1fde7cc25     0 Cache.Windows\B.Misc_de.toc
       7169769      7 cac6ebdf142f4ac4929bbf6a1b921ffe004b7c50     0 Cache.Windows\B.Misc_en.cache
        695240      1 37664b9906ef9f3d35b839fb4649a36e3160a671     0 Cache.Windows\B.Misc_en.toc
       7172992      8 49ca6ebceea69914e151ebf86c4398d0d02d42d0     0 Cache.Windows\B.Misc_es.cache
        695240      1 e1d13eefc79d1678622b3c320299f543909f148d     0 Cache.Windows\B.Misc_es.toc
       7173915      8 8cebc4414e9fbfa16f4cc2bb90e99cf28f648041     0 Cache.Windows\B.Misc_fr.cache
        695240      1 e7121b1bb50216b306fc57f58111cd19f0a35c26     0 Cache.Windows\B.Misc_fr.toc
       7173787      8 5b67315610879867f606e3ae764d5e27086d9fcf     0 Cache.Windows\B.Misc_it.cache
        695240      1 546aa9122d2678e0e5b00cc3fa12b27bcf27324c     0 Cache.Windows\B.Misc_it.toc
       8746733      9 2e2aaa806cb15c82d310831b1a95ffe7f33a0977     0 Cache.Windows\B.Misc_ja.cache
