Content Manifest for Depot 230411 

Manifest ID / date     : 8004325165498360760 / 02/23/2018 14:18:54 
Total number of files  : 431 
Total number of chunks : 27594 
Total bytes on disk    : 27699890038 
Total bytes compressed : 21549737808 


          Size Chunks File SHA                                 Flags Name
             0      0 0000000000000000000000000000000000000000    40 Cache.Windows
     139425457    133 3e75f13f782a4ab8f146a3b84205834b11ab1d38     0 Cache.Windows\B.AnimRetarget.cache
        368744      1 98364737b2228b6c01394282c73b850709fb9e94     0 Cache.Windows\B.AnimRetarget.toc
         37747      1 09049760e97332dd8d18f0ff9c19ca53b36c9394     0 Cache.Windows\B.CharacterCodesCache.cache
           200      1 68a9e0b9f8d6609e7bdb49b489f4f13a74bd2bfc     0 Cache.Windows\B.CharacterCodesCache.toc
       1799794      2 f2dbf6c0b41985959f7e676453577667ef319341     0 Cache.Windows\B.CharacterCodesCacheDx10.cache
          7784      1 88bd3547ab8786daba18ec23b28b7b1c48143f1d     0 Cache.Windows\B.CharacterCodesCacheDx10.toc
       1810356      2 39b64a51dce64504783936a9d1e792fd264fb72b     0 Cache.Windows\B.CharacterCodesCacheDx11.cache
          7784      1 fce14f44a8b0fd38566bdb7ea89e02de4fd45273     0 Cache.Windows\B.CharacterCodesCacheDx11.toc
        989679      1 de9342f1e8ef872a1ce0e199abaa9f51f86d78ec     0 Cache.Windows\B.CharacterCodesCacheDx9.cache
          7880      1 1f97e0e589d2980d8bff26457d65bd5046677964     0 Cache.Windows\B.CharacterCodesCacheDx9.toc
      16371089     16 ee087c8e8ca7ace493400e56a55bcfe944bdeb03     0 Cache.Windows\B.Font.cache
        213128      1 5a3f7f40bfa61ec3086523e70198fa4c11718826     0 Cache.Windows\B.Font.toc
    2895249142   2893 8c76a748844f1a50924f36be3eea0dbdf1402d5f     0 Cache.Windows\B.Misc.cache
       5939144      6 27e545419571eecfe355d339c52e98d9cc3ef8e8     0 Cache.Windows\B.Misc.toc
        153922      1 39dce729a21159c4b65fa66cc712ed7b4e4873f0     0 Cache.Windows\B.Misc_de.cache
         10952      1 4bdc1aec13b124a0254ea63855aa8d0c29532233     0 Cache.Windows\B.Misc_de.toc
        150802      1 43571b08e3008b417ea18134ba29abe5481affe4     0 Cache.Windows\B.Misc_en.cache
         11048      1 cfd15735286049f8d15b1f5d7f94da9afb0cbac8     0 Cache.Windows\B.Misc_en.toc
        160479      1 5e0539d3a53fad58e942234964f59153f4961a39     0 Cache.Windows\B.Misc_es.cache
         11240      1 ab6a0125da85e29b9b8d8e711d1fb85688e11544     0 Cache.Windows\B.Misc_es.toc
        161066      1 cb8eaa18288b70947c4315cebdd59991f6236403     0 Cache.Windows\B.Misc_fr.cache
         11144      1 03b3b44489d48746387f2e8743913509c73fff03     0 Cache.Windows\B.Misc_fr.toc
        160019      1 c7a1bd954e2686715442babd9f34fad9129aa422     0 Cache.Windows\B.Misc_it.cache
         11144      1 501848fb46a19bee3ffb28c6a9625bc42fb820cf     0 Cache.Windows\B.Misc_it.toc
       2993793      3 ebd8f3be8644c4a07e0fe10cee1dd5e401cd068a     0 Cache.Windows\B.Misc_ja.cache
         12104      1 6f47f3a19091d16d75f8326cd186a967861808fe     0 Cache.Windows\B.Misc_ja.toc
       1443590      2 15a71276f1c9da265cc6325448cf86ff145e9b35     0 Cache.Windows\B.Misc_ko.cache
         12008      1 e1004250cef2b2233c4b41741ec78ac5c9879dd7     0 Cache.Windows\B.Misc_ko.toc
        137774      1 669d34664d93e476c1ae7b10942e5369123a219f     0 Cache.Windows\B.Misc_pl.cache
         11336      1 3273e887165de2937cea419ba500deebe12f6e87     0 Cache.Windows\B.Misc_pl.toc
        161954      1 d31b6bdddc567a61e9e081551db218b67a0426cd     0 Cache.Windows\B.Misc_pt.cache
         11144      1 1f5644cd091f1673554dd89483562c5156d04f3a     0 Cache.Windows\B.Misc_pt.toc
        154146      1 0ef0d9084e5d3bb54e1da2fa1d57a139adf62f29     0 Cache.Windows\B.Misc_ru.cache
         11240      1 bf39d02c45b57972ce9c329a9b5dd2c45b8c13fa     0 Cache.Windows\B.Misc_ru.toc
       2949207      3 a5cb901a7cc254a397a66c59f78daeb1c0b87b49     0 Cache.Windows\B.Misc_tc.cache
         12104      1 6975bd04ef7f5732f68f5edfe3ae8c7a1f6a44e5     0 Cache.Windows\B.Misc_tc.toc
        158553      1 12e5f6e9a2a38a0d9591d6c1910e61fbd4c5c732     0 Cache.Windows\B.Misc_tr.cache
         11144      1 0f802c524fb187749247f2448c4b51f2d83bd2c2     0 Cache.Windows\B.Misc_tr.toc
        142031      1 6c341c127b8bf9749e74c876ecdb183e7b840cce     0 Cache.Windows\B.Misc_uk.cache
         10952      1 99b28291250b5cd32948879272de663e17a53662     0 Cache.Windows\B.Misc_uk.toc
       8088194      9 bc4a8e6f0931a68479efcad37661aee1325d678a     0 Cache.Windows\B.Misc_xx.cache
        838952      1 7d514f538ec655cd7570dac4d95f4c470d5cf94d     0 Cache.Windows\B.Misc_xx.toc
       3028404      3 c500deffc2248c59f72e3199cf3365afe1713600     0 Cache.Windows\B.Misc_zh.cache
         12104      1 005ac86fdcd11db155fb7f30c848c880a1b56e5b     0 Cache.Windows\B.Misc_zh.toc
        999665      1 baebd56211a0ab9642aaaf211c3b4204901719e0     0 Cache.Windows\B.ShaderDx10.cache
          7112      1 50714652f947f5ba86aa4b9ea6e2ecca296f48f1     0 Cache.Windows\B.ShaderDx10.toc
        989119      1 88025238f562534c502a9e20611e31c69c26f556     0 Cache.Windows\B.ShaderDx11.cache
          7112      1 9264018e941c761cd575ff2a25d46d825c779939     0 Cache.Windows\B.ShaderDx11.toc
        541224      1 8002544824d49c479fe0d4eceb3508ac23eb4ea8     0 Cache.Windows\B.ShaderDx9.cache
          7112      1 5d110d3bcf4386a6d5f480aae1402af277d7d085     0 Cache.Windows\B.ShaderDx9.toc
     337228852    324 c8d84bf062310fa9c61d73f47222c99aaaab3e82     0 Cache.Windows\B.ShaderPermutationDx10.cache
        420488      1 d20e26d0bf931632900949bd1f1cb3a2bc3a036c     0 Cache.Windows\B.ShaderPermutationDx10.toc
     335755413    323 f883c58888da3f83500503628261609bd7f4c316     0 Cache.Windows\B.ShaderPermutationDx11.cache
        420392      1 0848adb1a0192177e5df555051b6a527ca673bab     0 Cache.Windows\B.ShaderPermutationDx11.toc
     180884398    174 2d69e6c507078c7e946e1ef69cf653fd39da83c0     0 Cache.Windows\B.ShaderPermutationDx9.cache
        420008      1 f8e2c0969f9d9d40598aeab2e6981ff7bbde69aa     0 Cache.Windows\B.ShaderPermutationDx9.toc
    1172104353   1150 d3c5c0a4b8df7d3e04034f267eb2d9f4ef47cf9a     0 Cache.Windows\B.TextureDx9.cache
       4233224      5 19096c6bda12ba44477e51574093c31d9ce7b5d0     0 Cache.Windows\B.TextureDx9.toc
       1603784      2 aea8e6159f61dd7fc1170f4ea048184e9cf6089f     0 Cache.Windows\B.TextureDx9_de.cache
          7400      1 f81df64252446d542b1544c2626f4447f72bf6e3     0 Cache.Windows\B.TextureDx9_de.toc
       1565112      2 fd43e01b0d7a5c9d9cd2c395d0431ff506563cbe     0 Cache.Windows\B.TextureDx9_en.cache
          7400      1 4bcb244f560a07049c9f88b82f9a54df75d6ae81     0 Cache.Windows\B.TextureDx9_en.toc
       1649200      2 2ce08f116e71129ed15f0a6afc9dcfc0f0d39035     0 Cache.Windows\B.TextureDx9_es.cache
          7400      1 37ebabf16f0d166dd124a94c96806f42ccae2890     0 Cache.Windows\B.TextureDx9_es.toc
       1712919      2 174f79419bbfbcdf5a6d7576a78161135e0b2aec     0 Cache.Windows\B.TextureDx9_fr.cache
          7400      1 39f7d63d429bcfc8457e2db6787476e2b5a2b4e1     0 Cache.Windows\B.TextureDx9_fr.toc
       1651274      2 0e3d979a355ea6555d84256ec21f15a24e098f83     0 Cache.Windows\B.TextureDx9_it.cache
          7400      1 db63811f6f94c7591c03fda7203d9f708ad918ce     0 Cache.Windows\B.TextureDx9_it.toc
     107983313    110 6adb6f6305a3565447ba03e1186ed0be02e8b4d7     0 Cache.Windows\B.TextureDx9_ja.cache
          8648      1 ad167dfb4f0400644d188ffc5ad9383a6eadb80f     0 Cache.Windows\B.TextureDx9_ja.toc
      33738205     33 c3e51dcc9c7e8213d79681ab133caa07e7fabd74     0 Cache.Windows\B.TextureDx9_ko.cache
          8168      1 9c1c95e93fe49c5333b5badd40628608f9e0d463     0 Cache.Windows\B.TextureDx9_ko.toc
       1427446      2 d696046ba9543cd247dcdd244f45802f2a162ae6     0 Cache.Windows\B.TextureDx9_pl.cache
          7400      1 6926abc25f7b901f7013db5cd7970152610f1b7a     0 Cache.Windows\B.TextureDx9_pl.toc
       1681665      2 fcd552ef8861241ea9bf722dc740bd0e9b619098     0 Cache.Windows\B.TextureDx9_pt.cache
          7400      1 032433adf9a4d8c56ed5809432996af70a4c15a7     0 Cache.Windows\B.TextureDx9_pt.toc
       1874159      2 b76ce695e90a9037f6fff35151eea80fbca2a962     0 Cache.Windows\B.TextureDx9_ru.cache
          7400      1 48e1c2469c63d5ef8b8e3f540c4e21e3fa138b1c     0 Cache.Windows\B.TextureDx9_ru.toc
     114971936    117 964fd535772dca2e121402446a0987562e209315     0 Cache.Windows\B.TextureDx9_tc.cache
          8936      1 c9190f2194a1f903a2ba3fc6878b49905199bbae     0 Cache.Windows\B.TextureDx9_tc.toc
       1670614      2 a9a739332a466b0106e01c95efceafb974dc84ac     0 Cache.Windows\B.TextureDx9_tr.cache
          7400      1 cb2294c43c2fc33fdbbe4ffa3e5b39e282f45236     0 Cache.Windows\B.TextureDx9_tr.toc
       1848807      2 259ae2b21203b7999d8d9b6f083025eb1d261b16     0 Cache.Windows\B.TextureDx9_uk.cache
          7400      1 dda270e1ac0ce28b93c6728e4e16f0d5f0dc923a     0 Cache.Windows\B.TextureDx9_uk.toc
     130083961    131 23cbb40add256c3f11fbc08dce0f1b14271f7872     0 Cache.Windows\B.TextureDx9_zh.cache
          9224      1 900106d0026f087949f5b4e06cf977582545550c     0 Cache.Windows\B.TextureDx9_zh.toc
    1841681975   1915 31cb3b51d524ab9b1fdfc29b142043a490485055     0 Cache.Windows\F.Misc.cache
        414728      1 e127d737b7c46b7e83460e1a4ae95027c220aa0c     0 Cache.Windows\F.Misc.toc
       4026288      4 2a6b95e5a5e8b737a890ebfd56b72f7c94d316c2     0 Cache.Windows\F.Misc_de.cache
          3560      1 5467e47d955a0a1d29e55aa9e0ddbd399ed0bb62     0 Cache.Windows\F.Misc_de.toc
       4026288      4 2a6b95e5a5e8b737a890ebfd56b72f7c94d316c2     0 Cache.Windows\F.Misc_en.cache
          3560      1 a0d1a56a0d29f9c818b6caea49c27c32d998d369     0 Cache.Windows\F.Misc_en.toc
       4026288      4 2a6b95e5a5e8b737a890ebfd56b72f7c94d316c2     0 Cache.Windows\F.Misc_es.cache
          3560      1 5467e47d955a0a1d29e55aa9e0ddbd399ed0bb62     0 Cache.Windows\F.Misc_es.toc
       4026288      4 2a6b95e5a5e8b737a890ebfd56b72f7c94d316c2     0 Cache.Windows\F.Misc_fr.cache
          3560      1 5467e47d955a0a1d29e55aa9e0ddbd399ed0bb62     0 Cache.Windows\F.Misc_fr.toc
       4026288      4 2a6b95e5a5e8b737a890ebfd56b72f7c94d316c2     0 Cache.Windows\F.Misc_it.cache
          3560      1 5467e47d955a0a1d29e55aa9e0ddbd399ed0bb62     0 Cache.Windows\F.Misc_it.toc
       4026288      4 2a6b95e5a5e8b737a890ebfd56b72f7c94d316c2     0 Cache.Windows\F.Misc_ja.cache
          3560      1 5467e47d955a0a1d29e55aa9e0ddbd399ed0bb62     0 Cache.Windows\F.Misc_ja.toc
       4026288      4 2a6b95e5a5e8b737a890ebfd56b72f7c94d316c2     0 Cache.Windows\F.Misc_ko.cache
          3560      1 5467e47d955a0a1d29e55aa9e0ddbd399ed0bb62     0 Cache.Windows\F.Misc_ko.toc
       4026288      4 2a6b95e5a5e8b737a890ebfd56b72f7c94d316c2     0 Cache.Windows\F.Misc_pl.cache
          3560      1 5467e47d955a0a1d29e55aa9e0ddbd399ed0bb62     0 Cache.Windows\F.Misc_pl.toc
       4026288      4 2a6b95e5a5e8b737a890ebfd56b72f7c94d316c2     0 Cache.Windows\F.Misc_pt.cache
          3560      1 5467e47d955a0a1d29e55aa9e0ddbd399ed0bb62     0 Cache.Windows\F.Misc_pt.toc
       4026288      4 2a6b95e5a5e8b737a890ebfd56b72f7c94d316c2     0 Cache.Windows\F.Misc_ru.cache
          3560      1 5467e47d955a0a1d29e55aa9e0ddbd399ed0bb62     0 Cache.Windows\F.Misc_ru.toc
       4026288      4 2a6b95e5a5e8b737a890ebfd56b72f7c94d316c2     0 Cache.Windows\F.Misc_tc.cache
          3560      1 5467e47d955a0a1d29e55aa9e0ddbd399ed0bb62     0 Cache.Windows\F.Misc_tc.toc
