Content Manifest for Depot 230411 

Manifest ID / date     : 6955217559566015186 / 08/30/2019 12:44:12 
Total number of files  : 327 
Total number of chunks : 37944 
Total bytes on disk    : 37585737110 
Total bytes compressed : 29141513312 


          Size Chunks File SHA                                 Flags Name
             0      0 0000000000000000000000000000000000000000    40 Cache.Windows
     147552571    142 95a5268d88a83cd1c71c6903a1506a32a4619b21     0 Cache.Windows\B.AnimRetarget.cache
        464552      1 2121885deb48cab798419e61dd3d7cc7f6bbc1b7     0 Cache.Windows\B.AnimRetarget.toc
         38760      1 ea2fe945da41b821b35ff7593b447bb10e560084     0 Cache.Windows\B.CharacterCodesCache.cache
           200      1 39e01c5ca453d40d0f673e61978c8b0832417519     0 Cache.Windows\B.CharacterCodesCache.toc
      15367679     16 e85d81c9480e2ac6d2304c55684df800e1097826     0 Cache.Windows\B.Font.cache
        281000      1 f7d8c87b9c7986eb27e06fbbf8e3ac3a9a91750a     0 Cache.Windows\B.Font.toc
    4145983001   4075 2ff4f500babebce9e27828a72e31a8676bef33f7     0 Cache.Windows\B.Misc.cache
       7872488      8 9dfdee520c7e0a4cd5446bd225530212d1ea5de1     0 Cache.Windows\B.Misc.toc
         39657      1 5a828aeca7fb2271b1cdd6f948ec1190863a1508     0 Cache.Windows\B.Misc_de.cache
          3272      1 80ebcb5b3d7396ce53581fdd16e9c9abe076e5ab     0 Cache.Windows\B.Misc_de.toc
         35370      1 39109ebbdd363ce6739d89b93506b852c4cecfcd     0 Cache.Windows\B.Misc_en.cache
          3272      1 10f0425a8f52d823573d7fd7fa5c09395cdad961     0 Cache.Windows\B.Misc_en.toc
         40291      1 e5db2eaacef1a24fd695991786255dc0c6919025     0 Cache.Windows\B.Misc_es.cache
          3272      1 da1eda8ef0730baa4dbf174fabf58f8c6f04d272     0 Cache.Windows\B.Misc_es.toc
         40736      1 09bc2851d883a11ce231c814c10bc47390486559     0 Cache.Windows\B.Misc_fr.cache
          3272      1 bf5f9761790f3619a42b49abf902548dd467dc3c     0 Cache.Windows\B.Misc_fr.toc
         41156      1 e86e4b5cf12a3864b43bfadf67cf5f3afbaa5f5f     0 Cache.Windows\B.Misc_it.cache
          3272      1 e9d95b1b4c56360ea204137faa0b13e6e4e82a28     0 Cache.Windows\B.Misc_it.toc
        432393      1 0a40a91dd4678556b0494e20c42e124330fe6729     0 Cache.Windows\B.Misc_ja.cache
          2888      1 b783ea6cba34e4e1685946a168dfd2943b8318e4     0 Cache.Windows\B.Misc_ja.toc
        238289      1 125cd712dd794d7e4a91a1baacae10d5b8f9f5d5     0 Cache.Windows\B.Misc_ko.cache
          2888      1 e6e44483a4f17dca3eef576f42d906f9514decb8     0 Cache.Windows\B.Misc_ko.toc
         36328      1 7488cc08da90c832601910919d5fbab56f616319     0 Cache.Windows\B.Misc_pl.cache
          3272      1 6f11d5882fcee691495ad1cfe1c54220c3dc1064     0 Cache.Windows\B.Misc_pl.toc
         42081      1 3b6567cfb83de5281ab7dd9330d6aee2138fd0cf     0 Cache.Windows\B.Misc_pt.cache
          3272      1 3e6037a5d6f20d06b8809450c92fc5c484e2657f     0 Cache.Windows\B.Misc_pt.toc
         40969      1 ff0aa9b933be80c448912810196020b28a5bade8     0 Cache.Windows\B.Misc_ru.cache
          3272      1 688474aa119efc24081aa2dfcfa9d9cc28093066     0 Cache.Windows\B.Misc_ru.toc
        479288      1 03bedafc3d0b0ce2ef1eb90a253b2f1018c46a9b     0 Cache.Windows\B.Misc_tc.cache
          2888      1 bdeadb06680b32b2c905f104f8eb0ff89a51afcf     0 Cache.Windows\B.Misc_tc.toc
         39493      1 a90ad6f17638a12049008668539d2e12245f6cf7     0 Cache.Windows\B.Misc_tr.cache
          3272      1 8dbf252895184428b1459025c51edce7e01e1897     0 Cache.Windows\B.Misc_tr.toc
         40022      1 0f049c568d5fee52e05983a95dec87869d1f954d     0 Cache.Windows\B.Misc_uk.cache
          3272      1 13638bf1e941614cdbdad0f777384c2be3ce255b     0 Cache.Windows\B.Misc_uk.toc
      10808857     12 53c1c94a4b34210395676466c94aba28db3c772a     0 Cache.Windows\B.Misc_xx.cache
       1160840      2 ca1a41690ff846f1d88bfc3a9e23e06ce0e65ec4     0 Cache.Windows\B.Misc_xx.toc
        476791      1 a63223a80912f2f78c0223367d1f1ed407a63e2d     0 Cache.Windows\B.Misc_zh.cache
          2888      1 9a92a63dab727076bd509f570dec66b13ad34bc4     0 Cache.Windows\B.Misc_zh.toc
       2201967      3 c27a4599f388ad7ab5ec4fc11f375a926e454223     0 Cache.Windows\B.ShaderDx10.cache
          9320      1 5798d529c157439454ed48f7a6bca8ab99074667     0 Cache.Windows\B.ShaderDx10.toc
       7490320      9 3d59d8a30a9d7e15c73a4433553a3be33b8c864f     0 Cache.Windows\B.ShaderDx11.cache
          9320      1 2753bdd67615a60a06691d1cf42965dd46ea511f     0 Cache.Windows\B.ShaderDx11.toc
    1880595421   1827 b8edc8ef3b7148230564ace607fa55a6cdd03d6e     0 Cache.Windows\B.ShaderPermutationDx10.cache
        818024      1 2ba5ad55efed66e7694933de4cd08f9dee895b81     0 Cache.Windows\B.ShaderPermutationDx10.toc
    1915011456   1861 edf83efdd6618016271f28703f8c4b7eaff29f84     0 Cache.Windows\B.ShaderPermutationDx11.cache
        818024      1 3cb8fc412dbac2abaec0e982215ac5526622c547     0 Cache.Windows\B.ShaderPermutationDx11.toc
    1662805920   1617 0efbfedd137237aee913046146df800eb16c5595     0 Cache.Windows\B.TextureDx9.cache
       5698568      6 3bff7a0be3c2b59c6567bc338519f0a7a71f178e     0 Cache.Windows\B.TextureDx9.toc
        594868      1 67db30795b79802fb44447a278f5edc32b1aa6be     0 Cache.Windows\B.TextureDx9_de.cache
          3368      1 43482234f977a8155a1c1d4f178c08b823610c2f     0 Cache.Windows\B.TextureDx9_de.toc
        578965      1 11e688093bcb41e690ec1eb85dfe9ebe05378355     0 Cache.Windows\B.TextureDx9_en.cache
          3368      1 e45daef1903cedd88170df5f140bcb37dd2c35db     0 Cache.Windows\B.TextureDx9_en.toc
        619933      1 a9cf72157b63342c2afbacd3be71606a25fadb4e     0 Cache.Windows\B.TextureDx9_es.cache
          3368      1 840fe9e3759b1835957130b9acaacb4becdfcd21     0 Cache.Windows\B.TextureDx9_es.toc
        645309      1 2b3cc8a2da30b8b2775f7fb90766045894f9da6d     0 Cache.Windows\B.TextureDx9_fr.cache
          3368      1 e38e38048430ff8718c03d3ad0797c82edf17595     0 Cache.Windows\B.TextureDx9_fr.toc
        615102      1 add1418646be7577dbdf033ca98e327fee3f1aa1     0 Cache.Windows\B.TextureDx9_it.cache
          3368      1 bb8b433f9284a5bf4282ea3a11bd52cd64a3a6da     0 Cache.Windows\B.TextureDx9_it.toc
      26315126     26 625566b84062ca8d3372238aa607067fd5cd4ef0     0 Cache.Windows\B.TextureDx9_ja.cache
          3368      1 53b7f6ccd68d7171314c6ef7f574e318e2e0595b     0 Cache.Windows\B.TextureDx9_ja.toc
      10267663     10 43c62d3f9b568726cea7e764b270f6b932ccdd1e     0 Cache.Windows\B.TextureDx9_ko.cache
