Content Manifest for Depot 230411 

Manifest ID / date     : 1198696432420157033 / 08/26/2020 02:56:47 
Total number of files  : 367 
Total number of chunks : 44464 
Total bytes on disk    : 43508628754 
Total bytes compressed : 36224381120 


          Size Chunks File SHA                                 Flags Name
             0      0 0000000000000000000000000000000000000000    40 Cache.Windows
      77374071     74 f819617f2d431ccf1fa8337828ac1775c4daf8ac     0 Cache.Windows\B.AnimRetarget.cache
        557288      1 8874c7f8d55148711cff9c91e663880e737a2c36     0 Cache.Windows\B.AnimRetarget.toc
         12595      1 15c6e59c55a9cf266b5532f85a84273811a772bd     0 Cache.Windows\B.CharacterCodesCache.cache
           200      1 e09f442c762b5625c5b2e5901132dca69a3f5dea     0 Cache.Windows\B.CharacterCodesCache.toc
      12137394     12 f6b5cbc9b3a0d0fadb26d8c74aee1290e9411dca     0 Cache.Windows\B.Font.cache
        328808      1 ea5aa146a88a8e54f34e48ade3b69f06bec15519     0 Cache.Windows\B.Font.toc
    5346511150   5280 fc72fbcd3dacb6fa8301bf107693149bfe164bf1     0 Cache.Windows\B.Misc.cache
       9228680      9 ae144d0cde99d96de9a557901b678e1eabb3f381     0 Cache.Windows\B.Misc.toc
         23544      1 3c936ed542d208cdb67751567346d06adbb26f1a     0 Cache.Windows\B.Misc_de.cache
          3272      1 350c918c8b255d9d840f27fa7e591617f5045b05     0 Cache.Windows\B.Misc_de.toc
         22138      1 58d810a388824fe853918ef86c509395101c01a7     0 Cache.Windows\B.Misc_en.cache
          3272      1 b1153ec5a5852c3bae33dbc1c68dc04e188adc08     0 Cache.Windows\B.Misc_en.toc
         23996      1 9bb3f6f245090891d742ffc7ae4311760d1c0ddb     0 Cache.Windows\B.Misc_es.cache
          3272      1 cb0dd509b57cb518463540868837ebb528219613     0 Cache.Windows\B.Misc_es.toc
         24407      1 143abb092e6737df53f4ca5aac984c745bb217a4     0 Cache.Windows\B.Misc_fr.cache
          3272      1 cd99b55b073ed9b94da53107f57681fe12ea1c61     0 Cache.Windows\B.Misc_fr.toc
         24184      1 cf81892eda700a013de404e320da0b327ebf5c29     0 Cache.Windows\B.Misc_it.cache
          3272      1 9bfa218abe1e7456d8c28e4679f2654b9ed7a2f6     0 Cache.Windows\B.Misc_it.toc
        173758      1 15a30f1c65f699aade24acbf2f36ff30c4fac30d     0 Cache.Windows\B.Misc_ja.cache
          2888      1 a7a91fe9e5c2cdfba1ecbef07da848e072e71624     0 Cache.Windows\B.Misc_ja.toc
         95241      1 71a01c708fdc8685b0a26a68b2aed76b69d00237     0 Cache.Windows\B.Misc_ko.cache
          2888      1 8105c8fc2b658a938601e457486f6c01a4187140     0 Cache.Windows\B.Misc_ko.toc
         21500      1 a7fe74beaf6db5ea021ffde2fda388d753d041fe     0 Cache.Windows\B.Misc_pl.cache
          3272      1 9d1f85436d17e648712c58be142a05851a1f6815     0 Cache.Windows\B.Misc_pl.toc
         24376      1 586b849933ff9e3e733911e14a8b5d6e1c2e6e9c     0 Cache.Windows\B.Misc_pt.cache
          3272      1 6288f1b94b4c982d2b361afc14f2ddf81125be7c     0 Cache.Windows\B.Misc_pt.toc
         24971      1 9e25b92fd719bca176cc978400bde5fc214583f6     0 Cache.Windows\B.Misc_ru.cache
          3272      1 7a2e09d59621e496c826233f9289672f2a5df0da     0 Cache.Windows\B.Misc_ru.toc
        199528      1 999bdb29994d0dd340a7a6796ed90a1d28ceac06     0 Cache.Windows\B.Misc_tc.cache
          2888      1 271e8dd2507a73abbec4f31d16212f90a3b2200f     0 Cache.Windows\B.Misc_tc.toc
         23743      1 f645b11978ed877c48b3d10257e40f9e2d2735c2     0 Cache.Windows\B.Misc_tr.cache
          3272      1 d0f278fea5d273f29d58552bceccc24f899f7300     0 Cache.Windows\B.Misc_tr.toc
         25823      1 236c0772ae44722d64f43c71d8bb8a558b2ee123     0 Cache.Windows\B.Misc_uk.cache
          3272      1 3a1f04807ec3490e6ff62069366d017e892629e9     0 Cache.Windows\B.Misc_uk.toc
      53140065     52 1fa9676d46a17be7c63a04d31cc783d4a336e7e0     0 Cache.Windows\B.Misc_xx.cache
       1469576      2 e3d02884386350eedc937ceb0aa2051868f03341     0 Cache.Windows\B.Misc_xx.toc
        197360      1 8f6c46329ab7e3dc8150276d15e94edfd5d0cf4a     0 Cache.Windows\B.Misc_zh.cache
          2888      1 26fdee1800d684dbacd945487354db8d18589a00     0 Cache.Windows\B.Misc_zh.toc
        747466      1 922783ec5c2139ad4f69ea589112ed93c5e9f514     0 Cache.Windows\B.ShaderDx10.cache
         10664      1 daaf4d43bb8b099fd8e07082a5815cc5d19285f2     0 Cache.Windows\B.ShaderDx10.toc
       1644494      2 d09af69f8e7d41cebb93f0f0b6b96a77e90bc455     0 Cache.Windows\B.ShaderDx11.cache
         10664      1 8ddb36847f76ecd6c3c72463b1e378cb0076624b     0 Cache.Windows\B.ShaderDx11.toc
     246446792    237 991cd55b8df68e06798e5bb79a6a3be0fbfeb3fc     0 Cache.Windows\B.ShaderPermutationDx10.cache
        927848      1 7ae732bfe2d551f01d6a33f992b9dcceb1bbd730     0 Cache.Windows\B.ShaderPermutationDx10.toc
     251604243    241 822bcecc6199d4e56000ff4883e2240facd0a5b7     0 Cache.Windows\B.ShaderPermutationDx11.cache
        927848      1 90d765e70cac317177b6e6b6d86a85d9694614cb     0 Cache.Windows\B.ShaderPermutationDx11.toc
    1953262013   1888 a5ca1c15a49df84fafd601d67faa97fedd32065c     0 Cache.Windows\B.TextureDx9.cache
       6670664      7 25f80e33e577c7d4eedb493e8bd7981880cfd5da     0 Cache.Windows\B.TextureDx9.toc
        629199      1 5a40683a6c7a07a2a5381fa8a52be8e3ea28daef     0 Cache.Windows\B.TextureDx9_de.cache
          3368      1 d6493d2ee604f2d1ff0afc144314e08d9f43381e     0 Cache.Windows\B.TextureDx9_de.toc
        614282      1 4faa1927e74e296c48268a3df2779f8d3fc0a4a1     0 Cache.Windows\B.TextureDx9_en.cache
          3368      1 ad0a583fd8588d508a859e8476c8308177fb3e18     0 Cache.Windows\B.TextureDx9_en.toc
        659291      1 fd5d896a276ed678ca7f41004ace6200ce0f7c6e     0 Cache.Windows\B.TextureDx9_es.cache
          3368      1 8b2d90102d14d787b1e7ffa4746dc77400964dab     0 Cache.Windows\B.TextureDx9_es.toc
        686575      1 d672539e13e14b6e62f7d93f76d7b1c6f29d420e     0 Cache.Windows\B.TextureDx9_fr.cache
          3368      1 29228ddea7d0f31b3dd53cda2f1f5afce3334b44     0 Cache.Windows\B.TextureDx9_fr.toc
        641454      1 fac87b6bc0dc3b12763844de04332e40fbdabfee     0 Cache.Windows\B.TextureDx9_it.cache
          3368      1 896bfeb816dc2a7be29ed626e095cd93eaebee6b     0 Cache.Windows\B.TextureDx9_it.toc
      26771373     26 f72bf2a3c567a4103f37003eaefa35e16bba4bbc     0 Cache.Windows\B.TextureDx9_ja.cache
          3368      1 a77b6157f19afb8f421f8f5ccd5e72efbedb7e93     0 Cache.Windows\B.TextureDx9_ja.toc
      10418559     10 7b2152c72b5a158d1bb9ad8325a65ae9b5b7cdb3     0 Cache.Windows\B.TextureDx9_ko.cache
          3368      1 3cac2aaeb673c1e12b1294c230929db84838c44b     0 Cache.Windows\B.TextureDx9_ko.toc
        577864      1 8b3aa63a1decc286ce893072e88cbd844f1a7632     0 Cache.Windows\B.TextureDx9_pl.cache
          3368      1 e11b992460837377412d297319aba124f5b587ba     0 Cache.Windows\B.TextureDx9_pl.toc
        662556      1 745752883ba5200c4101f19e52965f5489b61d6d     0 Cache.Windows\B.TextureDx9_pt.cache
          3368      1 0083ab3302c035632281918c436651642489a1f2     0 Cache.Windows\B.TextureDx9_pt.toc
