Content Manifest for Depot 230411 

Manifest ID / date     : 4190426140757030330 / 02/08/2014 00:57:21 
Total number of files  : 259 
Total number of chunks : 4819 
Total bytes on disk    : 4869714600 
Total bytes compressed : 3612627456 


          Size Chunks File SHA                                 Flags Name
             0      0 0000000000000000000000000000000000000000    40 Cache.Windows
      31371913     30 c04df1ff06e8c73fd1856ef199ce554db258165a     0 Cache.Windows\B.AnimRetarget.cache
         93032      1 7bc1206d72313d54438b48d25bec99b7e8b0315c     0 Cache.Windows\B.AnimRetarget.toc
       6497617      7 91cd536bb966224a1166f2bc77562aa682a3000a     0 Cache.Windows\B.Font.cache
         45800      1 1e1bf2f5082cf4e136a34870270a56cfcb838965     0 Cache.Windows\B.Font.toc
     867241941    924 10b86d8ab80083b4293a65843a5ad9388a8aa669     0 Cache.Windows\B.Misc.cache
       1828712      2 354d76f4f71e21a5456543b0f9dfe9a99d006850     0 Cache.Windows\B.Misc.toc
      14253416     15 8e06465f5cd9baa8f6cb8bd11cd506d00e1a4bbf     0 Cache.Windows\B.Misc_de.cache
         87080      1 396d87e82ccc6eaba4331ca060f1fb1291a6276f     0 Cache.Windows\B.Misc_de.toc
      14253416     15 8e06465f5cd9baa8f6cb8bd11cd506d00e1a4bbf     0 Cache.Windows\B.Misc_en.cache
         87080      1 396d87e82ccc6eaba4331ca060f1fb1291a6276f     0 Cache.Windows\B.Misc_en.toc
      14253416     15 8e06465f5cd9baa8f6cb8bd11cd506d00e1a4bbf     0 Cache.Windows\B.Misc_es.cache
         87080      1 396d87e82ccc6eaba4331ca060f1fb1291a6276f     0 Cache.Windows\B.Misc_es.toc
      14253416     15 8e06465f5cd9baa8f6cb8bd11cd506d00e1a4bbf     0 Cache.Windows\B.Misc_fr.cache
         87080      1 396d87e82ccc6eaba4331ca060f1fb1291a6276f     0 Cache.Windows\B.Misc_fr.toc
      14253416     15 8e06465f5cd9baa8f6cb8bd11cd506d00e1a4bbf     0 Cache.Windows\B.Misc_it.cache
         87080      1 396d87e82ccc6eaba4331ca060f1fb1291a6276f     0 Cache.Windows\B.Misc_it.toc
      14253416     15 8e06465f5cd9baa8f6cb8bd11cd506d00e1a4bbf     0 Cache.Windows\B.Misc_ja.cache
         87080      1 396d87e82ccc6eaba4331ca060f1fb1291a6276f     0 Cache.Windows\B.Misc_ja.toc
      14253416     15 8e06465f5cd9baa8f6cb8bd11cd506d00e1a4bbf     0 Cache.Windows\B.Misc_ko.cache
         87080      1 396d87e82ccc6eaba4331ca060f1fb1291a6276f     0 Cache.Windows\B.Misc_ko.toc
      14253416     15 8e06465f5cd9baa8f6cb8bd11cd506d00e1a4bbf     0 Cache.Windows\B.Misc_pl.cache
         87080      1 396d87e82ccc6eaba4331ca060f1fb1291a6276f     0 Cache.Windows\B.Misc_pl.toc
      14253416     15 8e06465f5cd9baa8f6cb8bd11cd506d00e1a4bbf     0 Cache.Windows\B.Misc_pt.cache
         87080      1 396d87e82ccc6eaba4331ca060f1fb1291a6276f     0 Cache.Windows\B.Misc_pt.toc
      14253416     15 8e06465f5cd9baa8f6cb8bd11cd506d00e1a4bbf     0 Cache.Windows\B.Misc_ru.cache
         87080      1 396d87e82ccc6eaba4331ca060f1fb1291a6276f     0 Cache.Windows\B.Misc_ru.toc
      14253416     15 8e06465f5cd9baa8f6cb8bd11cd506d00e1a4bbf     0 Cache.Windows\B.Misc_tr.cache
         87080      1 396d87e82ccc6eaba4331ca060f1fb1291a6276f     0 Cache.Windows\B.Misc_tr.toc
      14253416     15 8e06465f5cd9baa8f6cb8bd11cd506d00e1a4bbf     0 Cache.Windows\B.Misc_uk.cache
         87080      1 396d87e82ccc6eaba4331ca060f1fb1291a6276f     0 Cache.Windows\B.Misc_uk.toc
      14253416     15 8e06465f5cd9baa8f6cb8bd11cd506d00e1a4bbf     0 Cache.Windows\B.Misc_zh.cache
         87080      1 396d87e82ccc6eaba4331ca060f1fb1291a6276f     0 Cache.Windows\B.Misc_zh.toc
       4565257      5 5c1daec6f2299d67c8441bb2a6da79ae8160e33c     0 Cache.Windows\B.ShaderDx11.cache
         14120      1 c0134ddcafded2b11299d5f8cc8a6d3ec10060f8     0 Cache.Windows\B.ShaderDx11.toc
       3723124      4 02a7977de7fd1db0da6f5176c9824efced7bf8da     0 Cache.Windows\B.ShaderDx9.cache
         14120      1 cbfe9e5a29d334b8febda5cd030e7769a8f659d2     0 Cache.Windows\B.ShaderDx9.toc
      65083972     65 0ef42742abe848440d545f848a2a93139233e787     0 Cache.Windows\B.ShaderPermutationDx11.cache
        134504      1 dc2ac8bf5b942e878b16406cda5fc8ac0274c4dd     0 Cache.Windows\B.ShaderPermutationDx11.toc
      14117318     14 6dd9bd0383a22d24b33b185fad865b4ad7798d37     0 Cache.Windows\B.ShaderPermutationDx9.cache
        134504      1 90e2431bb49946b2188db00c17a2d0ab2441e012     0 Cache.Windows\B.ShaderPermutationDx9.toc
     416438287    420 8c90e3dd83a4e5d749ef45e10d7fcac876752c66     0 Cache.Windows\B.TextureDx9.cache
       1560200      2 92d8402240211f808c1602b9ac2cdf3e08893904     0 Cache.Windows\B.TextureDx9.toc
        241640      1 c4ddec1ae092b19762d86af58087d8d3982937b1     0 Cache.Windows\B.TextureDx9_de.cache
          4904      1 287ec602c4958d0ec33b0886bc3258d666f2a63e     0 Cache.Windows\B.TextureDx9_de.toc
        224866      1 2da67d907dc5c26b3a1c341f43cc04ab0aaa936c     0 Cache.Windows\B.TextureDx9_en.cache
          4904      1 2303ff7076a5c5fa3f6ed51c9dfe73a130cbfc66     0 Cache.Windows\B.TextureDx9_en.toc
        254025      1 764a7544b6c18dc22e02d719a843acd84e5758e4     0 Cache.Windows\B.TextureDx9_es.cache
          4904      1 cf00048855f17a3f35eeb017236877d72cfd57ac     0 Cache.Windows\B.TextureDx9_es.toc
        270433      1 d7979c5cbc60cf165cd9ae7c89de94f7141e9b0b     0 Cache.Windows\B.TextureDx9_fr.cache
          4904      1 70084c87784a52c7cfbad5f19bb33b590e2633dd     0 Cache.Windows\B.TextureDx9_fr.toc
        246698      1 5c1cd627d1d66038fd8ec45ae095af44baaa0302     0 Cache.Windows\B.TextureDx9_it.cache
          4904      1 db0d52941c66a3b155e51e60d155e02475da73cb     0 Cache.Windows\B.TextureDx9_it.toc
       9594747     10 b1791836976322617b3722366ca65eda760ea4dd     0 Cache.Windows\B.TextureDx9_ja.cache
          4904      1 61a1c6d47eefe51dd0cf70905eb6d495d1a915b4     0 Cache.Windows\B.TextureDx9_ja.toc
       3230230      4 76798b52d227124d2b3e3a0887af00d880c9cce7     0 Cache.Windows\B.TextureDx9_ko.cache
          4904      1 cb566d4283d3f4c539cc36ecc2d66577a2524360     0 Cache.Windows\B.TextureDx9_ko.toc
        258746      1 7bc68d03c6f30bfa07dcf5c04e08545f628da3c9     0 Cache.Windows\B.TextureDx9_pl.cache
          4904      1 4866a6d617fc09d9cdfbd8817d51a52de53c7614     0 Cache.Windows\B.TextureDx9_pl.toc
        303051      1 0109ebb23a2d1bb672b20f85308527bfb3851f08     0 Cache.Windows\B.TextureDx9_pt.cache
          4904      1 34f0aba873226733e21244a50d05319863acbf32     0 Cache.Windows\B.TextureDx9_pt.toc
        361049      1 33a52a0f221a9166bf4fcf2fc0b12c269b7e0ef8     0 Cache.Windows\B.TextureDx9_ru.cache
          4904      1 0fca9b097c7ed17395919328e3bd8a2582ecff32     0 Cache.Windows\B.TextureDx9_ru.toc
        259970      1 5dbd97cc4b69e0496d90de589ddd4981140a00a3     0 Cache.Windows\B.TextureDx9_tr.cache
          4904      1 4eafdda57f18cb9203872eaa876bde7a77d60a10     0 Cache.Windows\B.TextureDx9_tr.toc
        351917      1 43f72fd86d89667a1f5f52248535a9a09956795d     0 Cache.Windows\B.TextureDx9_uk.cache
          4904      1 c4e484cf9e4ff2600407600e0ca90c29a660d0f9     0 Cache.Windows\B.TextureDx9_uk.toc
       9993641     10 c5291c713a6827689894f72bdbc6d127ce2961e6     0 Cache.Windows\B.TextureDx9_zh.cache
          4904      1 6887e649914d9f75e12782301dca77437c684fa4     0 Cache.Windows\B.TextureDx9_zh.toc
     180306543    192 f68ed62ceecf1216c47c7ca52545416d16a51eee     0 Cache.Windows\F.Misc.cache
         73832      1 7a689fd1113e540fbb7521a08ad2786bee94b73c     0 Cache.Windows\F.Misc.toc
      17242077     17 8705fc62216ecc640c5c4d13c089f512b083362f     0 Cache.Windows\F.Misc_de.cache
         53096      1 a18c97c09313c5448effd2a4b669b89eebd7059b     0 Cache.Windows\F.Misc_de.toc
      17242077     17 8705fc62216ecc640c5c4d13c089f512b083362f     0 Cache.Windows\F.Misc_en.cache
         53096      1 a18c97c09313c5448effd2a4b669b89eebd7059b     0 Cache.Windows\F.Misc_en.toc
      17242077     17 8705fc62216ecc640c5c4d13c089f512b083362f     0 Cache.Windows\F.Misc_es.cache
         53096      1 a18c97c09313c5448effd2a4b669b89eebd7059b     0 Cache.Windows\F.Misc_es.toc
      17242077     17 8705fc62216ecc640c5c4d13c089f512b083362f     0 Cache.Windows\F.Misc_fr.cache
         53096      1 a18c97c09313c5448effd2a4b669b89eebd7059b     0 Cache.Windows\F.Misc_fr.toc
      17242077     17 8705fc62216ecc640c5c4d13c089f512b083362f     0 Cache.Windows\F.Misc_it.cache
         53096      1 a18c97c09313c5448effd2a4b669b89eebd7059b     0 Cache.Windows\F.Misc_it.toc
      17242077     17 8705fc62216ecc640c5c4d13c089f512b083362f     0 Cache.Windows\F.Misc_ja.cache
         53096      1 a18c97c09313c5448effd2a4b669b89eebd7059b     0 Cache.Windows\F.Misc_ja.toc
      17242077     17 8705fc62216ecc640c5c4d13c089f512b083362f     0 Cache.Windows\F.Misc_ko.cache
         53096      1 a18c97c09313c5448effd2a4b669b89eebd7059b     0 Cache.Windows\F.Misc_ko.toc
      17242077     17 8705fc62216ecc640c5c4d13c089f512b083362f     0 Cache.Windows\F.Misc_pl.cache
         53096      1 a18c97c09313c5448effd2a4b669b89eebd7059b     0 Cache.Windows\F.Misc_pl.toc
      17242077     17 8705fc62216ecc640c5c4d13c089f512b083362f     0 Cache.Windows\F.Misc_pt.cache
         53096      1 a18c97c09313c5448effd2a4b669b89eebd7059b     0 Cache.Windows\F.Misc_pt.toc
      17242077     17 8705fc62216ecc640c5c4d13c089f512b083362f     0 Cache.Windows\F.Misc_ru.cache
         53096      1 a18c97c09313c5448effd2a4b669b89eebd7059b     0 Cache.Windows\F.Misc_ru.toc
      17242077     17 8705fc62216ecc640c5c4d13c089f512b083362f     0 Cache.Windows\F.Misc_tr.cache
         53096      1 a18c97c09313c5448effd2a4b669b89eebd7059b     0 Cache.Windows\F.Misc_tr.toc
      17242077     17 8705fc62216ecc640c5c4d13c089f512b083362f     0 Cache.Windows\F.Misc_uk.cache
         53096      1 a18c97c09313c5448effd2a4b669b89eebd7059b     0 Cache.Windows\F.Misc_uk.toc
      17242077     17 8705fc62216ecc640c5c4d13c089f512b083362f     0 Cache.Windows\F.Misc_zh.cache
         53096      1 a18c97c09313c5448effd2a4b669b89eebd7059b     0 Cache.Windows\F.Misc_zh.toc
