Content Manifest for Depot 230411 

Manifest ID / date     : 3725569727599851360 / 11/16/2018 18:58:58 
Total number of files  : 426 
Total number of chunks : 31208 
Total bytes on disk    : 30315012183 
Total bytes compressed : 24340665712 


          Size Chunks File SHA                                 Flags Name
             0      0 0000000000000000000000000000000000000000    40 Cache.Windows
     132418582    128 68af6bdb21a8bcdd8fad90fe563a5ea65a7fd865     0 Cache.Windows\B.AnimRetarget.cache
        402440      1 a1da2e7fa31d0c447ed2a44b23974ee2a4d7f4ca     0 Cache.Windows\B.AnimRetarget.toc
         38498      1 1dec6fd1cd07ad598d545dd592da85945cc3bdc3     0 Cache.Windows\B.CharacterCodesCache.cache
           200      1 f151e250290eff3bda0f1a61733fd3becd77877d     0 Cache.Windows\B.CharacterCodesCache.toc
       4778188      5 d5609ed8b7bf9dd3658b7b7934b06198186c69c0     0 Cache.Windows\B.CharacterCodesCacheDx10.cache
          8744      1 1cd504e0ea235e3f554c62d55d54c85257e5f0e5     0 Cache.Windows\B.CharacterCodesCacheDx10.toc
       4785595      5 647e243b956b325de0736def86ecbf5fd4de8a39     0 Cache.Windows\B.CharacterCodesCacheDx11.cache
          8744      1 64da4a636e7b5acccc54d15cad04b06ff1446cfb     0 Cache.Windows\B.CharacterCodesCacheDx11.toc
       2774027      3 5afd926f6bc08d747a38b0d773e9ed0d9f7156b7     0 Cache.Windows\B.CharacterCodesCacheDx9.cache
          8744      1 7386883480622794323fafc00db5af27f5e4b418     0 Cache.Windows\B.CharacterCodesCacheDx9.toc
      13688715     14 a1eadad44f8197b1603a8e3073ef7ae263f13279     0 Cache.Windows\B.Font.cache
        239240      1 6139923e9b90a8bba663267f97f7a91d6188ac2a     0 Cache.Windows\B.Font.toc
    3610724656   3553 2244bb0d9c16ec2926f15cfb068f6274b9a35bac     0 Cache.Windows\B.Misc.cache
       6857192      7 ddd20a357e7d4e25729547b8d81e429674ceee71     0 Cache.Windows\B.Misc.toc
        125071      1 fb27409c08ce5918a51a07a03bab04623e68092b     0 Cache.Windows\B.Misc_de.cache
          9992      1 c95cdf7737c77344fea130b8015b75ebca5bca6e     0 Cache.Windows\B.Misc_de.toc
        121241      1 e7a05985861f9c539ceb2135b6bf365bdff7cd12     0 Cache.Windows\B.Misc_en.cache
          9992      1 6628ea199895ced04ec67dd7da3c1d18d9eaf94f     0 Cache.Windows\B.Misc_en.toc
        127265      1 2df364126efa5461f3efc2992dce1bcd3ec466c6     0 Cache.Windows\B.Misc_es.cache
         10088      1 c7f1070c17f6bdb304630fc981d53ce32a2f1ea1     0 Cache.Windows\B.Misc_es.toc
        126061      1 0fb563fe7af920d896c6bc6b086d0def5ec818a5     0 Cache.Windows\B.Misc_fr.cache
          9992      1 e46fa9c4a7beaa360368ab47621abd7beb83752e     0 Cache.Windows\B.Misc_fr.toc
        126494      1 f1cf8c14292caf6d3a02153a2a59eaf04bf7b87d     0 Cache.Windows\B.Misc_it.cache
          9992      1 a5c04a6530bd40084a347cb81cc34a9f9ac30ec4     0 Cache.Windows\B.Misc_it.toc
        546865      1 b14d9bc89d0aa04b4c4800625306b15d1c21e25d     0 Cache.Windows\B.Misc_ja.cache
          9416      1 3c0af4783e74f1c339397b7f343e70d1254b5626     0 Cache.Windows\B.Misc_ja.toc
        336806      1 7ab0ea055f6fcf880d466f2a0bf5789b2831276a     0 Cache.Windows\B.Misc_ko.cache
          9416      1 a610223857ed97beeb32827a3799766677a05b2f     0 Cache.Windows\B.Misc_ko.toc
        121678      1 a8d385eff1253424bf66bfeeac861d50f5f84b3e     0 Cache.Windows\B.Misc_pl.cache
          9992      1 ae107c4e9244b3368dd64698b8e698a44161c483     0 Cache.Windows\B.Misc_pl.toc
        127577      1 7b94772cdb19ce72c2c1ef05d06c0d3ee5060a65     0 Cache.Windows\B.Misc_pt.cache
          9992      1 cabe6d370abd9bbd2ad5051b1179f0b825884536     0 Cache.Windows\B.Misc_pt.toc
        126606      1 e79d8bb4954ced61b45bd93e9869e792abf899fb     0 Cache.Windows\B.Misc_ru.cache
          9992      1 5fe950aa417c32de4467b3e923a2c79c1144690a     0 Cache.Windows\B.Misc_ru.toc
        609790      1 2fe2ebb63aa2326b38f866ee2c0413f0fc8c686e     0 Cache.Windows\B.Misc_tc.cache
          9416      1 b577335be783a12e99821184f21ac4a85c7990ac     0 Cache.Windows\B.Misc_tc.toc
        124882      1 097533802f3d5a263661d3dd4afe2d1d789d83d3     0 Cache.Windows\B.Misc_tr.cache
          9992      1 1f1899b07dad8ec27b427224cf6fb983255f2768     0 Cache.Windows\B.Misc_tr.toc
        125490      1 08fd40817048f9a2c21d24233ccadbf69c1712b6     0 Cache.Windows\B.Misc_uk.cache
          9992      1 a9bb9334952cb0e4deaa09904dccf579929c9d6c     0 Cache.Windows\B.Misc_uk.toc
       9541584     10 0285dbb09dc6d20b3eca7f1bc220ed54f6043376     0 Cache.Windows\B.Misc_xx.cache
       1050728      2 425df91508688857e99c62be88436c28a2da533c     0 Cache.Windows\B.Misc_xx.toc
        606763      1 912391f7c1e0612bb36ca75a88b12b298fd0d9c5     0 Cache.Windows\B.Misc_zh.cache
          9416      1 3d31d16c53a4a96035b82547087f9e3de1a1c954     0 Cache.Windows\B.Misc_zh.toc
     627289261    605 c2b5af7fc39ff779c3002fb05a0387722ef59bf4     0 Cache.Windows\B.ShaderPermutationDx10.cache
        551816      1 4dfa49887f9807174b83c56cb242d73206f27eeb     0 Cache.Windows\B.ShaderPermutationDx10.toc
     625503565    604 caf01472fd3947634bc9ec4fdfda0fcaa90982a7     0 Cache.Windows\B.ShaderPermutationDx11.cache
        551816      1 511b86e1c034b8fa4d04bddcf9990f8e5627717b     0 Cache.Windows\B.ShaderPermutationDx11.toc
     369914754    357 aad691f525d7598ffe044adcb88527a6b2d86192     0 Cache.Windows\B.ShaderPermutationDx9.cache
        551816      1 9121bd3a6d169ee67d4c0ffc78aebcdb4dab2b51     0 Cache.Windows\B.ShaderPermutationDx9.toc
    1242926079   1219 024c5661c7b6858e9c473c22f96b9bfbda55f6a8     0 Cache.Windows\B.TextureDx9.cache
       4632104      5 17305637e3b2a072c1c9f0189a322d8751914d10     0 Cache.Windows\B.TextureDx9.toc
        594582      1 48934e820394e6b76f5ccbdc7bf2b6784885e017     0 Cache.Windows\B.TextureDx9_de.cache
          3368      1 c4f614f5da615c032047bec063bbf5b9252f8796     0 Cache.Windows\B.TextureDx9_de.toc
        578100      1 42a4acbaa405ad032b9f3f815d559004b9147372     0 Cache.Windows\B.TextureDx9_en.cache
          3368      1 2475a6fe9acb82cf3a475ea1b0539fd0939e2d9c     0 Cache.Windows\B.TextureDx9_en.toc
        611464      1 afe002b19e00562fb56e56940a5c1dae4b7fe01a     0 Cache.Windows\B.TextureDx9_es.cache
          3368      1 7af2f641ee850459ffa5e09ab69cda1ed7970f59     0 Cache.Windows\B.TextureDx9_es.toc
        635480      1 11be8d7c7f122a7d97b43279f0d04f20f3055ba2     0 Cache.Windows\B.TextureDx9_fr.cache
          3368      1 4adf5ec132e9e241162cf797bbdd22fdd3d7392c     0 Cache.Windows\B.TextureDx9_fr.toc
        609780      1 efc367c85f7593e0b62948e17f16ba08e35225cc     0 Cache.Windows\B.TextureDx9_it.cache
          3368      1 4d77ff96df309ee3fb5abdd7662080a70481d014     0 Cache.Windows\B.TextureDx9_it.toc
      30701108     31 ac2ac2746e7de20eb0b726a288d986e808abe2e2     0 Cache.Windows\B.TextureDx9_ja.cache
          3368      1 fbb119b27f0cfdc2759b85a5e25a35da8850d541     0 Cache.Windows\B.TextureDx9_ja.toc
      12119045     13 a17c238f3b3731015c3af7e4f4fab3d931f39957     0 Cache.Windows\B.TextureDx9_ko.cache
          3368      1 86a78892937b26eaf72d19c587db15a22ffdf596     0 Cache.Windows\B.TextureDx9_ko.toc
