Content Manifest for Depot 230411 

Manifest ID / date     : 8444137865636064549 / 06/17/2024 12:45:08 
Total number of files  : 321 
Total number of chunks : 45158 
Total bytes on disk    : 43623253006 
Total bytes compressed : 42583570832 


          Size Chunks File SHA                                 Flags Name
             0      0 0000000000000000000000000000000000000000    40 Cache.Windows
     112030996    107 ff758fb4aa0f45d70eb171d6ea5087995a6e1062     0 Cache.Windows\B.AnimRetarget.cache
        845096      1 b40898d4a6339a4229bca34419cd59e6d916ac84     0 Cache.Windows\B.AnimRetarget.toc
         13482      1 1ba2258dfd29c3bfa09c8cd83305587642ab2b16     0 Cache.Windows\B.CharacterCodesCache.cache
           200      1 07ff32e58a0ae463ad80966bf84813a71e4d33aa     0 Cache.Windows\B.CharacterCodesCache.toc
      18156197     18 1bf90de40f37e4b2232c00cc3dffbfc258c9736f     0 Cache.Windows\B.Font.cache
        453800      1 cb153f77111c94e015907ae60d400d1fa3621618     0 Cache.Windows\B.Font.toc
    1664945941   1618 188a57a7fbfd0317e3b1db743073addf96d4b025     0 Cache.Windows\B.LightMap.cache
       5213480      5 5d65dddaa3746cf9926db224ad6de816da12d186     0 Cache.Windows\B.LightMap.toc
    5391111128   5295 cbbca6fad7cc1640f78b437c224a1befba80fcb3     0 Cache.Windows\B.Misc.cache
      13183976     13 cd4d2c7729e28f60364c209cceab7d131df62858     0 Cache.Windows\B.Misc.toc
         22953      1 79de5db594cec3d3d5132adaf56cb9894cba581b     0 Cache.Windows\B.Misc_de.cache
          3752      1 f2f636765ea6285b3e702a813e55073c439f6391     0 Cache.Windows\B.Misc_de.toc
         21878      1 51c5da0a60aacab3b5452023a3f71ca352619b84     0 Cache.Windows\B.Misc_en.cache
          3752      1 b7556900cb0846e043927f3e5251a9595d764988     0 Cache.Windows\B.Misc_en.toc
         23340      1 5729ab90a0fce61157c1f87a328884267d6fb6a7     0 Cache.Windows\B.Misc_es.cache
          3752      1 db8648bfe512c062aad770d3777fe8357dab98f0     0 Cache.Windows\B.Misc_es.toc
         23992      1 4a9afbd262700d7bf819c9cfaf57513392739b5c     0 Cache.Windows\B.Misc_fr.cache
          3752      1 934d666f8f3a11c403288a2ab445501b2917483c     0 Cache.Windows\B.Misc_fr.toc
