Content Manifest for Depot 230411 

Manifest ID / date     : 2084947150827453084 / 02/15/2023 16:26:35 
Total number of files  : 306 
Total number of chunks : 35939 
Total bytes on disk    : 35684005421 
Total bytes compressed : 34891364416 


          Size Chunks File SHA                                 Flags Name
             0      0 0000000000000000000000000000000000000000    40 Cache.Windows
     100714846     97 1119b0bc125e13f22a3ba7be769205b405f33848     0 Cache.Windows\B.AnimRetarget.cache
        739112      1 83707deec5e1f1d105d1190bf94dac5fc195ab20     0 Cache.Windows\B.AnimRetarget.toc
         13047      1 696321606843164b0f97d56c886487a17b56f6a8     0 Cache.Windows\B.CharacterCodesCache.cache
           200      1 a48d1d59d34fc52eb6a404c24ce363fda30a483a     0 Cache.Windows\B.CharacterCodesCache.toc
      15024847     15 3174cade30d474e445f5bc1c8e82ece68bad265a     0 Cache.Windows\B.Font.cache
        376424      1 3c64120c89847370b79d04ed2cdf25a193ad1d2b     0 Cache.Windows\B.Font.toc
    1492452507   1424 b5a350badc3bf1e6e8c0d6115d04fa6d5f489551     0 Cache.Windows\B.LightMap.cache
       4734152      5 b7ffb27d7bf76571ccdcac3969c3a0c97da45d24     0 Cache.Windows\B.LightMap.toc
    4523697713   4355 b9308661b3e80e815eb949ad7e498f3a2bfd228d     0 Cache.Windows\B.Misc.cache
      11407400     11 0a45d1a4e502178810955c57ac21428e769df292     0 Cache.Windows\B.Misc.toc
         19507      1 d4894d17b5937696d7304920d2f1a44b9f8ce28a     0 Cache.Windows\B.Misc_de.cache
          2888      1 38fb1583214921cfef22819ef7c84422aea60459     0 Cache.Windows\B.Misc_de.toc
         18477      1 4ff0dc6e5a22ec1425bdc860ceda1f175ca2c128     0 Cache.Windows\B.Misc_en.cache
          2888      1 b43402a85c2981b2e3e96d0abdb09e2055095074     0 Cache.Windows\B.Misc_en.toc
         19974      1 1179486a3e7f4d263add0f6c88704839df1b338a     0 Cache.Windows\B.Misc_es.cache
          2888      1 6172462b5f07d3de89d70a56a726738bf2fe058a     0 Cache.Windows\B.Misc_es.toc
         20404      1 1786397e998b2d58108875c240956fff3be70d6e     0 Cache.Windows\B.Misc_fr.cache
          2888      1 e31f93a1520be8d503a6e834f3033c2058233dfe     0 Cache.Windows\B.Misc_fr.toc
         20078      1 1f48285eaf233f22a078ecd30becb0f93c8b1b13     0 Cache.Windows\B.Misc_it.cache
          2888      1 f9e03515d02f53e7921e2f90fdb94f4772cd8f68     0 Cache.Windows\B.Misc_it.toc
        174742      1 12ffaf5af3892e6657cab28d5e2482f5990930ce     0 Cache.Windows\B.Misc_ja.cache
          2888      1 3c5b27fcfe113d08cf72bcb04e13d8b303f10a58     0 Cache.Windows\B.Misc_ja.toc
         96491      1 51aad17540a0f92e10aacdbd311a66252a7275f3     0 Cache.Windows\B.Misc_ko.cache
          2888      1 f2645d72ada131c64d1b476b96989cbb6c7c1add     0 Cache.Windows\B.Misc_ko.toc
         17663      1 a84bb8922ff41ac511fa8f33f3ba6276d600332f     0 Cache.Windows\B.Misc_pl.cache
          2888      1 54560c87f852a6e6366694b6c113ad952ecdfeb7     0 Cache.Windows\B.Misc_pl.toc
         20379      1 d9f67d60eeb5986b09fd7c8e109c8784ec008be0     0 Cache.Windows\B.Misc_pt.cache
          2888      1 524965ff00101acca9952a17bf2b6a6a99c75bc0     0 Cache.Windows\B.Misc_pt.toc
         20084      1 76685de984d71c86fa96e25819d78ff94721370a     0 Cache.Windows\B.Misc_ru.cache
          2888      1 a7111d6c0d84eb3394ca123d223b16b7a7afb46a     0 Cache.Windows\B.Misc_ru.toc
        212219      1 ceefd6715e6bd98498b028dc9ca4a55965048f5c     0 Cache.Windows\B.Misc_tc.cache
          2888      1 35d307c298a28448a2d9f17c1770f4cc4b084b57     0 Cache.Windows\B.Misc_tc.toc
         16936      1 358aa4bbc158607aa211e7a5077b2f4d10bda3b2     0 Cache.Windows\B.Misc_th.cache
          2888      1 5219184013191a8fbb15dbceb532947eae928d90     0 Cache.Windows\B.Misc_th.toc
         19618      1 c3202bb8d2749bf4b01929e093adc49a3a962ef3     0 Cache.Windows\B.Misc_tr.cache
          2888      1 f5189ed42bd749dd5488ffa19c4c1dbb00e7cc92     0 Cache.Windows\B.Misc_tr.toc
         19675      1 83bab2dca639aaef741981cf7d3e5f56422ba8b5     0 Cache.Windows\B.Misc_uk.cache
          2888      1 2bdd2a2fba960e0b72b7f1e2271a7c9926fed71c     0 Cache.Windows\B.Misc_uk.toc
      74743537     72 22599187fed86f2b8fb69ac8d91b6ae6c9ce3dfc     0 Cache.Windows\B.Misc_xx.cache
       2270984      3 e9013b53d9af8c0ba0b1bd83195e35f4a40256a7     0 Cache.Windows\B.Misc_xx.toc
        201266      1 756dbbf71ad4db1d397b8466e4333d9ae00425ed     0 Cache.Windows\B.Misc_zh.cache
          2888      1 e3d11c52f0c3e8e58e554e62ee1f89f4822bdfcb     0 Cache.Windows\B.Misc_zh.toc
       1668429      2 f10669f9de63b7444960caa5dff03339a6384b32     0 Cache.Windows\B.ShaderDx11.cache
         10760      1 d59fe1b26e61c8f324e2e290da7a133215b5d026     0 Cache.Windows\B.ShaderDx11.toc
     528243696    504 107728416feeee72651e0143c93d806de7422983     0 Cache.Windows\B.ShaderPermutationDx11.cache
       1144808      2 9a2eaf7797e6abcc80ea7e525e0b96787976f7be     0 Cache.Windows\B.ShaderPermutationDx11.toc
     576589341    554 5d64bd9f5d5dae59d39925f991423a431091151a     0 Cache.Windows\B.Texture.cache
       4006280      4 f82fbde6f8be570ba331b367728a50b765d5a291     0 Cache.Windows\B.Texture.toc
        302905      1 84bdfd9918499dc6bcd0ff8311aa33682c14bef9     0 Cache.Windows\B.Texture_de.cache
          2984      1 b0927680765b5b490428266e2523bf34027f6f68     0 Cache.Windows\B.Texture_de.toc
        300640      1 3051fcfa26827a84e4063fe443b8b626a6d5dda8     0 Cache.Windows\B.Texture_en.cache
          2984      1 b73b2bcf6f090d8c0d95ea3e3ceea010b028f889     0 Cache.Windows\B.Texture_en.toc
        315453      1 af3cf63dd4ff9c921e09fc0914b4242532c87544     0 Cache.Windows\B.Texture_es.cache
          2984      1 a0f5ee3bb4b1df8c9bb97ca3072b3ed507866d22     0 Cache.Windows\B.Texture_es.toc
        326294      1 dc02964265e489f3d8c2abe9d7fc9899f472a1d8     0 Cache.Windows\B.Texture_fr.cache
          2984      1 f925c73cd1b9b6e4a8d1d585c085764d85734032     0 Cache.Windows\B.Texture_fr.toc
        311963      1 5adba1951b73584ed29c941157a2569a79dbf681     0 Cache.Windows\B.Texture_it.cache
