Content Manifest for Depot 230411 

Manifest ID / date     : 1734697414845714540 / 09/25/2013 14:39:10 
Total number of files  : 242 
Total number of chunks : 3245 
Total bytes on disk    : 3184419256 
Total bytes compressed : 2431193424 


          Size Chunks File SHA                                 Flags Name
             0      0 0000000000000000000000000000000000000000    40 Cache.Windows
      86126635     83 90d30f74d63f18136732647e91a49ca7142d11f7     0 Cache.Windows\B.AnimRetarget.cache
         55496      1 57b755a8ff4c3b271472fe32e352ea32f63e70d7     0 Cache.Windows\B.AnimRetarget.toc
       7569818      8 8eefe05c2347a6b6dc4de764a3c2fde01509f2fd     0 Cache.Windows\B.Font.cache
         40712      1 8eca1273e67f02c3670f522e00b9a657e58bce70     0 Cache.Windows\B.Font.toc
     603178170    609 0fa97ef9231341c7f66f1cadaca28c200a8b4b4e     0 Cache.Windows\B.Misc.cache
       1287848      2 8fd471248d50e57d6103a69c0c1feb1d03e2a7e0     0 Cache.Windows\B.Misc.toc
      12025805     12 eae6fcdf97ab8f9dcd52c2d9dde30978a95ef421     0 Cache.Windows\B.Misc_de.cache
         36008      1 3936a8a2971368b73f3f412f9cbab3eeb8e071ff     0 Cache.Windows\B.Misc_de.toc
      12025805     12 eae6fcdf97ab8f9dcd52c2d9dde30978a95ef421     0 Cache.Windows\B.Misc_en.cache
         36008      1 3936a8a2971368b73f3f412f9cbab3eeb8e071ff     0 Cache.Windows\B.Misc_en.toc
      12025805     12 eae6fcdf97ab8f9dcd52c2d9dde30978a95ef421     0 Cache.Windows\B.Misc_es.cache
         36008      1 3936a8a2971368b73f3f412f9cbab3eeb8e071ff     0 Cache.Windows\B.Misc_es.toc
      12025805     12 eae6fcdf97ab8f9dcd52c2d9dde30978a95ef421     0 Cache.Windows\B.Misc_fr.cache
         36008      1 3936a8a2971368b73f3f412f9cbab3eeb8e071ff     0 Cache.Windows\B.Misc_fr.toc
      12025805     12 eae6fcdf97ab8f9dcd52c2d9dde30978a95ef421     0 Cache.Windows\B.Misc_it.cache
