Content Manifest for Depot 230411 

Manifest ID / date     : 3417254152679980994 / 02/20/2024 16:24:43 
Total number of files  : 321 
Total number of chunks : 43546 
Total bytes on disk    : 42616183046 
Total bytes compressed : 41615783712 


          Size Chunks File SHA                                 Flags Name
             0      0 0000000000000000000000000000000000000000    40 Cache.Windows
     109460541    105 cf9f3ba349ce4cc8ef9b5d2dfe2412ef29fa9b0c     0 Cache.Windows\B.AnimRetarget.cache
        820136      1 8cc05623cb0873c8ad4d8dce8062992bb39a0b5e     0 Cache.Windows\B.AnimRetarget.toc
         13408      1 c3f192fcd33730b4842aafaff302c1d29d0a10af     0 Cache.Windows\B.CharacterCodesCache.cache
           200      1 0044230d84f816ce791602cf5c3614c65f043f6f     0 Cache.Windows\B.CharacterCodesCache.toc
      17204954     17 56b3c9adb8f3354eed7fe388a38c5ffb971b325c     0 Cache.Windows\B.Font.cache
        431816      1 01765dc3b7e843bbbc64abd8e7108723aa0a3b9e     0 Cache.Windows\B.Font.toc
    1641016061   1571 0d2e7975e44e95f7c716c2b838a42c9862708119     0 Cache.Windows\B.LightMap.cache
       5194472      5 9bce06906663c00312df8a21ba0dbaf02a0453eb     0 Cache.Windows\B.LightMap.toc
    5265342186   5116 df98fcef6e4830bba378ec696d9afa9647904edc     0 Cache.Windows\B.Misc.cache
      12888008     13 f6619a879be171e431a9d0d17efb49b17acdc214     0 Cache.Windows\B.Misc.toc
         22552      1 bc7dbdb32fdfbb6909a4930985ac4b7e6a2078ce     0 Cache.Windows\B.Misc_de.cache
          3752      1 19428b299698e80a50660a85fb55be33c5541ac7     0 Cache.Windows\B.Misc_de.toc
         21436      1 df94f749317f5382ca0f9c8b89786e60c725d3ea     0 Cache.Windows\B.Misc_en.cache
          3752      1 f6257df0a9a14227d16e91837d0b959a9e4c6869     0 Cache.Windows\B.Misc_en.toc
         23156      1 db942094ce8d6b9206f12d4caf7b6070f018b598     0 Cache.Windows\B.Misc_es.cache
          3752      1 e2cbb84d11eea189d6c37a3846d73b238325d458     0 Cache.Windows\B.Misc_es.toc
         23633      1 f6577e7cab2d9e4446f83cfe816b7717ca13ff06     0 Cache.Windows\B.Misc_fr.cache
          3752      1 c1749306f2afb4ce354029c762b959f84b61cf17     0 Cache.Windows\B.Misc_fr.toc
         23283      1 f89372f56b24a306b49eefdc53908b139574b222     0 Cache.Windows\B.Misc_it.cache
          3752      1 e06d17f580754ad5a4a26c4a45461f34c08cc928     0 Cache.Windows\B.Misc_it.toc
        187651      1 e427c88e195d85e3a19dc1cb5191269c2e21a2e2     0 Cache.Windows\B.Misc_ja.cache
          3752      1 7297905f68a602ccefffc8f8b4e9c711dfd57ae7     0 Cache.Windows\B.Misc_ja.toc
        103522      1 db69dbfa6b774f96b7fce8cf8b20fea7f85d8aed     0 Cache.Windows\B.Misc_ko.cache
          3752      1 b45b77359090fe54bf5ce02b6f039140247067a2     0 Cache.Windows\B.Misc_ko.toc
         20891      1 8e08a29ef2135a5a587c9cb5a7b6f90a73d6fc1b     0 Cache.Windows\B.Misc_pl.cache
          3752      1 5bbbac58d42f8c50aa82a551503c4623f725d9e8     0 Cache.Windows\B.Misc_pl.toc
         23596      1 9545d28c3362b61857004588b32d934a0ba4eae8     0 Cache.Windows\B.Misc_pt.cache
          3752      1 5a51e62c10bbc16922a0bbf2e6c09900b8a9b0f9     0 Cache.Windows\B.Misc_pt.toc
         23923      1 762a06bd61305e08c52e00b19d292536fa16ab59     0 Cache.Windows\B.Misc_ru.cache
          3752      1 b7904b0af0deb6851e965e63b34e542aa9d6b27a     0 Cache.Windows\B.Misc_ru.toc
