Content Manifest for Depot 230411 

Manifest ID / date     : 2135033526713381905 / 11/30/2013 04:19:33 
Total number of files  : 254 
Total number of chunks : 4646 
Total bytes on disk    : 4749721969 
Total bytes compressed : 3542492464 


          Size Chunks File SHA                                 Flags Name
             0      0 0000000000000000000000000000000000000000    40 Cache.Windows
      31027852     30 501c78884a20386d366a7b78eedac38fb36ae6c0     0 Cache.Windows\B.AnimRetarget.cache
         93224      1 a69d1a336bc856d3faeb1bd6b1d2f1ddfc3f179c     0 Cache.Windows\B.AnimRetarget.toc
       6584965      7 df97f90b12282631622dbcd3a85e94838fc509b0     0 Cache.Windows\B.Font.cache
         45320      1 c3bd96a19c9d00c384b95168aef493aac32525ff     0 Cache.Windows\B.Font.toc
     856289239    890 d0f05555fbb7671e2ffd053ff6407f4184ac78cc     0 Cache.Windows\B.Misc.cache
       1815752      2 ee95f8afe64dfdb05b80426e8576920eac21185c     0 Cache.Windows\B.Misc.toc
      18662595     19 c112e8203414a5bb41269187455dc8bd6e781845     0 Cache.Windows\B.Misc_de.cache
         82568      1 697f1894ccdf4f30ec529f4dcf75cdcbe8991a0f     0 Cache.Windows\B.Misc_de.toc
      18662595     19 c112e8203414a5bb41269187455dc8bd6e781845     0 Cache.Windows\B.Misc_en.cache
         82568      1 697f1894ccdf4f30ec529f4dcf75cdcbe8991a0f     0 Cache.Windows\B.Misc_en.toc
      18662595     19 c112e8203414a5bb41269187455dc8bd6e781845     0 Cache.Windows\B.Misc_es.cache
         82568      1 697f1894ccdf4f30ec529f4dcf75cdcbe8991a0f     0 Cache.Windows\B.Misc_es.toc
      18662595     19 c112e8203414a5bb41269187455dc8bd6e781845     0 Cache.Windows\B.Misc_fr.cache
         82568      1 697f1894ccdf4f30ec529f4dcf75cdcbe8991a0f     0 Cache.Windows\B.Misc_fr.toc
      18662595     19 c112e8203414a5bb41269187455dc8bd6e781845     0 Cache.Windows\B.Misc_it.cache
         82568      1 697f1894ccdf4f30ec529f4dcf75cdcbe8991a0f     0 Cache.Windows\B.Misc_it.toc
      18662595     19 c112e8203414a5bb41269187455dc8bd6e781845     0 Cache.Windows\B.Misc_ja.cache
         82568      1 697f1894ccdf4f30ec529f4dcf75cdcbe8991a0f     0 Cache.Windows\B.Misc_ja.toc
      18662595     19 c112e8203414a5bb41269187455dc8bd6e781845     0 Cache.Windows\B.Misc_ko.cache
         82568      1 697f1894ccdf4f30ec529f4dcf75cdcbe8991a0f     0 Cache.Windows\B.Misc_ko.toc
      18662595     19 c112e8203414a5bb41269187455dc8bd6e781845     0 Cache.Windows\B.Misc_pl.cache
         82568      1 697f1894ccdf4f30ec529f4dcf75cdcbe8991a0f     0 Cache.Windows\B.Misc_pl.toc
      18662595     19 c112e8203414a5bb41269187455dc8bd6e781845     0 Cache.Windows\B.Misc_pt.cache
         82568      1 697f1894ccdf4f30ec529f4dcf75cdcbe8991a0f     0 Cache.Windows\B.Misc_pt.toc
      18662595     19 c112e8203414a5bb41269187455dc8bd6e781845     0 Cache.Windows\B.Misc_ru.cache
         82568      1 697f1894ccdf4f30ec529f4dcf75cdcbe8991a0f     0 Cache.Windows\B.Misc_ru.toc
      18662595     19 c112e8203414a5bb41269187455dc8bd6e781845     0 Cache.Windows\B.Misc_tr.cache
         82568      1 697f1894ccdf4f30ec529f4dcf75cdcbe8991a0f     0 Cache.Windows\B.Misc_tr.toc
      18662595     19 c112e8203414a5bb41269187455dc8bd6e781845     0 Cache.Windows\B.Misc_uk.cache
         82568      1 697f1894ccdf4f30ec529f4dcf75cdcbe8991a0f     0 Cache.Windows\B.Misc_uk.toc
      18662595     19 c112e8203414a5bb41269187455dc8bd6e781845     0 Cache.Windows\B.Misc_zh.cache
         82568      1 697f1894ccdf4f30ec529f4dcf75cdcbe8991a0f     0 Cache.Windows\B.Misc_zh.toc
       4566213      5 35c811d7de603d97edfcfe7b17bd3699712c282b     0 Cache.Windows\B.ShaderDx11.cache
         14120      1 39f4089acff22b1adaa1b82da786710936735782     0 Cache.Windows\B.ShaderDx11.toc
       3724089      4 e81b046d3a041ce412d613ab10af068b00df734b     0 Cache.Windows\B.ShaderDx9.cache
