Content Manifest for Depot 230411 

Manifest ID / date     : 4262681179882731333 / 03/26/2024 12:31:47 
Total number of files  : 321 
Total number of chunks : 44595 
Total bytes on disk    : 43150037815 
Total bytes compressed : 42124255584 


          Size Chunks File SHA                                 Flags Name
             0      0 0000000000000000000000000000000000000000    40 Cache.Windows
     110827314    106 2f334a7198119abef3e6ed6b9aed355d0921b7bb     0 Cache.Windows\B.AnimRetarget.cache
        831464      1 9e8c4df457c966a4f44608bdfe6e2406343dd351     0 Cache.Windows\B.AnimRetarget.toc
         13443      1 71687577e7de962f86a3ad75d6572abfc3eb3fda     0 Cache.Windows\B.CharacterCodesCache.cache
           200      1 2765d05b26a1c9756183789ef11e1b3294004be3     0 Cache.Windows\B.CharacterCodesCache.toc
      17797312     17 46f23405c3d413586944ff543cfba5cdafb9e609     0 Cache.Windows\B.Font.cache
        445064      1 64372f26b0f36ec5b8f56cdc4cd0a7ef5e0ab655     0 Cache.Windows\B.Font.toc
    1650349869   1603 5413191e63e797dc5b78382b43fce42e5274ae8a     0 Cache.Windows\B.LightMap.cache
       5192648      5 8e6ccad92a495a9565ca99cb0d735d7bf4b4e9cd     0 Cache.Windows\B.LightMap.toc
    5336304873   5236 5720927a897db9ec68aa01b0edcccdbb818934da     0 Cache.Windows\B.Misc.cache
      13048424     13 b49c7fe6050f7248e55b9e6ede0aec87b7365954     0 Cache.Windows\B.Misc.toc
         22552      1 bc7dbdb32fdfbb6909a4930985ac4b7e6a2078ce     0 Cache.Windows\B.Misc_de.cache
          3752      1 19428b299698e80a50660a85fb55be33c5541ac7     0 Cache.Windows\B.Misc_de.toc
         21436      1 df94f749317f5382ca0f9c8b89786e60c725d3ea     0 Cache.Windows\B.Misc_en.cache
          3752      1 a0c65eda5f78deedbd0fd9c505184a9d566bb167     0 Cache.Windows\B.Misc_en.toc
         23156      1 db942094ce8d6b9206f12d4caf7b6070f018b598     0 Cache.Windows\B.Misc_es.cache
          3752      1 e2cbb84d11eea189d6c37a3846d73b238325d458     0 Cache.Windows\B.Misc_es.toc
         23633      1 f6577e7cab2d9e4446f83cfe816b7717ca13ff06     0 Cache.Windows\B.Misc_fr.cache
          3752      1 c1749306f2afb4ce354029c762b959f84b61cf17     0 Cache.Windows\B.Misc_fr.toc
         23283      1 f89372f56b24a306b49eefdc53908b139574b222     0 Cache.Windows\B.Misc_it.cache
          3752      1 e06d17f580754ad5a4a26c4a45461f34c08cc928     0 Cache.Windows\B.Misc_it.toc
        187651      1 2a0272957f2b447570289dc055c204f942809ce8     0 Cache.Windows\B.Misc_ja.cache
          3752      1 5282f6064afc2586992673b7fc7252bfc6c69037     0 Cache.Windows\B.Misc_ja.toc
        103729      1 480b7ad26d1df57abdbc4dba8f0847aa02d77155     0 Cache.Windows\B.Misc_ko.cache
          3752      1 37b6b18e7887b75f9f5eb9cf0c2d94a1cd5f1643     0 Cache.Windows\B.Misc_ko.toc
         20891      1 8e08a29ef2135a5a587c9cb5a7b6f90a73d6fc1b     0 Cache.Windows\B.Misc_pl.cache
          3752      1 5bbbac58d42f8c50aa82a551503c4623f725d9e8     0 Cache.Windows\B.Misc_pl.toc
         23596      1 711386623ac16592ae6942d938e0d05499e13bdf     0 Cache.Windows\B.Misc_pt.cache
          3752      1 bfc04085d93cbec205297e0b6b57a2c6eab9e2eb     0 Cache.Windows\B.Misc_pt.toc
         23923      1 762a06bd61305e08c52e00b19d292536fa16ab59     0 Cache.Windows\B.Misc_ru.cache
          3752      1 b7904b0af0deb6851e965e63b34e542aa9d6b27a     0 Cache.Windows\B.Misc_ru.toc
        226498      1 02d1c178cd73de8ddbc9e8a8c405c0e04f5eb25b     0 Cache.Windows\B.Misc_tc.cache
          3752      1 87da03d58fa82ded7183f8b32898fb7c16754926     0 Cache.Windows\B.Misc_tc.toc
         20200      1 a815f5b013febd3e694a3443d57fb590484799f6     0 Cache.Windows\B.Misc_th.cache
          3752      1 4788ec1ef4d291deb3e49f5ba3d3119d09fbd488     0 Cache.Windows\B.Misc_th.toc
         22727      1 8ea01e33a5c0860aae0c3c67eb33f52a605a7788     0 Cache.Windows\B.Misc_tr.cache
          3752      1 76cf71f581a58a55be8a760d9dc699152325b7f7     0 Cache.Windows\B.Misc_tr.toc
         23540      1 b3cb5d98c0b38a581dd7d5f6904c89fe46ebeb3e     0 Cache.Windows\B.Misc_uk.cache
          3752      1 2e250aa8c854388c5cca7cc77a14066a613a4f3c     0 Cache.Windows\B.Misc_uk.toc
      85033945     82 0365937d9668eddd82ac2fc958a081ab8683070e     0 Cache.Windows\B.Misc_xx.cache
       2587592      3 25c590e274c691b771b17fadb29cfa6df8cbc9a9     0 Cache.Windows\B.Misc_xx.toc
        221555      1 e0826bdf6199fcbb9bf5b72b620206db1c616bcb     0 Cache.Windows\B.Misc_zh.cache
          3752      1 5761044c513d68497b71b1a08ff3ff3ac2e458c0     0 Cache.Windows\B.Misc_zh.toc
       3416354      4 328ec465be3dfdc3efae77c8fc9d74972609db19     0 Cache.Windows\B.ShaderDx11.cache
