Content Manifest for Depot 230411 

Manifest ID / date     : 7211838851606425341 / 05/23/2014 21:22:20 
Total number of files  : 269 
Total number of chunks : 6099 
Total bytes on disk    : 6450924545 
Total bytes compressed : 4592366816 


          Size Chunks File SHA                                 Flags Name
             0      0 0000000000000000000000000000000000000000    40 Cache.Windows
      40744127     39 9369f2261a296886df5e9c99feb69fcaaea127a8     0 Cache.Windows\B.AnimRetarget.cache
        122696      1 b98bcfc40efe0c0ce3c64036f616b44ac613fd2e     0 Cache.Windows\B.AnimRetarget.toc
       5664829      6 2c9ad3db82be8215acb7c55f38b5f1424fb9f469     0 Cache.Windows\B.Font.cache
         63560      1 4d02ee560754f7c66aaadf039aa21b6100b88d9d     0 Cache.Windows\B.Font.toc
    1170250278   1230 04d7cc328a753dc0d72f278e2f6d1ea30c8cd876     0 Cache.Windows\B.Misc.cache
       2293544      3 df8a5c171295b4d7251e2ee200f8bd61feb424db     0 Cache.Windows\B.Misc.toc
      17029319     18 84f64bb62ad6bc01917ec6a170526bccc37d6afb     0 Cache.Windows\B.Misc_de.cache
        126344      1 7bef02b7cbdefbc0dc6a8d8ea6affaa5a3058646     0 Cache.Windows\B.Misc_de.toc
      17029319     18 84f64bb62ad6bc01917ec6a170526bccc37d6afb     0 Cache.Windows\B.Misc_en.cache
        126344      1 7bef02b7cbdefbc0dc6a8d8ea6affaa5a3058646     0 Cache.Windows\B.Misc_en.toc
      17029319     18 84f64bb62ad6bc01917ec6a170526bccc37d6afb     0 Cache.Windows\B.Misc_es.cache
        126344      1 7bef02b7cbdefbc0dc6a8d8ea6affaa5a3058646     0 Cache.Windows\B.Misc_es.toc
      17029319     18 84f64bb62ad6bc01917ec6a170526bccc37d6afb     0 Cache.Windows\B.Misc_fr.cache
        126344      1 7bef02b7cbdefbc0dc6a8d8ea6affaa5a3058646     0 Cache.Windows\B.Misc_fr.toc
      17029319     18 84f64bb62ad6bc01917ec6a170526bccc37d6afb     0 Cache.Windows\B.Misc_it.cache
        126344      1 7bef02b7cbdefbc0dc6a8d8ea6affaa5a3058646     0 Cache.Windows\B.Misc_it.toc
      17029319     18 84f64bb62ad6bc01917ec6a170526bccc37d6afb     0 Cache.Windows\B.Misc_ja.cache
        126344      1 7bef02b7cbdefbc0dc6a8d8ea6affaa5a3058646     0 Cache.Windows\B.Misc_ja.toc
      17029319     18 84f64bb62ad6bc01917ec6a170526bccc37d6afb     0 Cache.Windows\B.Misc_ko.cache
        126344      1 7bef02b7cbdefbc0dc6a8d8ea6affaa5a3058646     0 Cache.Windows\B.Misc_ko.toc
      17029319     18 84f64bb62ad6bc01917ec6a170526bccc37d6afb     0 Cache.Windows\B.Misc_pl.cache
        126344      1 7bef02b7cbdefbc0dc6a8d8ea6affaa5a3058646     0 Cache.Windows\B.Misc_pl.toc
      17029319     18 84f64bb62ad6bc01917ec6a170526bccc37d6afb     0 Cache.Windows\B.Misc_pt.cache
        126344      1 7bef02b7cbdefbc0dc6a8d8ea6affaa5a3058646     0 Cache.Windows\B.Misc_pt.toc
      17029319     18 84f64bb62ad6bc01917ec6a170526bccc37d6afb     0 Cache.Windows\B.Misc_ru.cache
        126344      1 7bef02b7cbdefbc0dc6a8d8ea6affaa5a3058646     0 Cache.Windows\B.Misc_ru.toc
      17029319     18 84f64bb62ad6bc01917ec6a170526bccc37d6afb     0 Cache.Windows\B.Misc_tc.cache
        126344      1 7bef02b7cbdefbc0dc6a8d8ea6affaa5a3058646     0 Cache.Windows\B.Misc_tc.toc
      17029319     18 84f64bb62ad6bc01917ec6a170526bccc37d6afb     0 Cache.Windows\B.Misc_tr.cache
        126344      1 7bef02b7cbdefbc0dc6a8d8ea6affaa5a3058646     0 Cache.Windows\B.Misc_tr.toc
      17029319     18 84f64bb62ad6bc01917ec6a170526bccc37d6afb     0 Cache.Windows\B.Misc_uk.cache
        126344      1 7bef02b7cbdefbc0dc6a8d8ea6affaa5a3058646     0 Cache.Windows\B.Misc_uk.toc
      17029319     18 84f64bb62ad6bc01917ec6a170526bccc37d6afb     0 Cache.Windows\B.Misc_zh.cache
        126344      1 7bef02b7cbdefbc0dc6a8d8ea6affaa5a3058646     0 Cache.Windows\B.Misc_zh.toc
       4963588      5 7f1e7f9a7c773709cd07e15e27f81217ae7f53cb     0 Cache.Windows\B.ShaderDx11.cache
