Content Manifest for Depot 230411 

Manifest ID / date     : 5213493012981659231 / 11/01/2019 13:56:20 
Total number of files  : 333 
Total number of chunks : 36988 
Total bytes on disk    : 36469961439 
Total bytes compressed : 29587039712 


          Size Chunks File SHA                                 Flags Name
             0      0 0000000000000000000000000000000000000000    40 Cache.Windows
     151090432    146 54de88ab4999b1bf652d37f7ff42c79c5edd735f     0 Cache.Windows\B.AnimRetarget.cache
        480296      1 a770fa829ba4aab6d59bc69c4ba3ea7a2c00d702     0 Cache.Windows\B.AnimRetarget.toc
         38860      1 a4b7b23a7f2415565c7c2a7f36f508971709c88a     0 Cache.Windows\B.CharacterCodesCache.cache
           200      1 59e316414b03578723d8ea3c3d193d01148e1a6b     0 Cache.Windows\B.CharacterCodesCache.toc
      15742592     16 dc531c885965db1ca1658e84c009e8559f0ff938     0 Cache.Windows\B.Font.cache
        283592      1 ad0b2fbf681c5a3514838e4baef8b7a7141540b5     0 Cache.Windows\B.Font.toc
    4134779371   4014 ffb0bbebbf4bf1ec6992f101843ec451bdc2ed64     0 Cache.Windows\B.Misc.cache
       7943432      8 e2a4605d1348845db341151bb2072da6a3bd95c4     0 Cache.Windows\B.Misc.toc
         39660      1 79b2e3dd4e9c8f90587a6ce7334372eda315935b     0 Cache.Windows\B.Misc_de.cache
          3272      1 c8b8562c79dcf757352e4401817625379326b79a     0 Cache.Windows\B.Misc_de.toc
         35210      1 eddf6a257392fd2f1c9d420fac86e575bd538729     0 Cache.Windows\B.Misc_en.cache
          3272      1 a97fc0f211ae34ec5f98fb97025d6795ddd5ed0d     0 Cache.Windows\B.Misc_en.toc
         40365      1 16fd57e4bd38152883fb6d809ebec4f945be68b0     0 Cache.Windows\B.Misc_es.cache
          3272      1 1fee16de198686c854bc134fb00e353dbc448324     0 Cache.Windows\B.Misc_es.toc
         40739      1 11d002f4f9d6da7f440a12e252d69795b5b70bfc     0 Cache.Windows\B.Misc_fr.cache
          3272      1 af3b749580273b137a4e56eaae86a422c4867601     0 Cache.Windows\B.Misc_fr.toc
         41159      1 074f8f681c41b4bdc9b1046830092c365214d1b8     0 Cache.Windows\B.Misc_it.cache
          3272      1 f38ab1f76cb33d4afc55cba439a0452fe03099ef     0 Cache.Windows\B.Misc_it.toc
        433147      1 5b17d4f198eb06f451088344e9991f95f89a799b     0 Cache.Windows\B.Misc_ja.cache
          2888      1 b039f2138ad5b204d48e440709650ea6e8f991d1     0 Cache.Windows\B.Misc_ja.toc
        238666      1 058aa99f3dea5bd5048a5b7645b529ca7a98a2c4     0 Cache.Windows\B.Misc_ko.cache
          2888      1 7bb9b1b6e7532257299ed08712b8f257b5fea4a1     0 Cache.Windows\B.Misc_ko.toc
         36358      1 fad86cdb8ee5bf7af6446e1ce185e9d6c02e9b62     0 Cache.Windows\B.Misc_pl.cache
          3272      1 73ef8a1a159f5691d5ec95740cbeeb8355b7b0ce     0 Cache.Windows\B.Misc_pl.toc
         42085      1 9c3fcb45ce242b0530863e2b23feca7cf6c616ef     0 Cache.Windows\B.Misc_pt.cache
          3272      1 33f78fcb44be3d01b00ce1eae8b7476e10eb8693     0 Cache.Windows\B.Misc_pt.toc
         41013      1 44e72bb0defa50e8c13e4e7b17b0ebe830620a80     0 Cache.Windows\B.Misc_ru.cache
          3272      1 e660151fed3291e12c597732a7d8da52b8641659     0 Cache.Windows\B.Misc_ru.toc
        480304      1 32e26d30d7f5c6c0c081ef1a2e068cc06bd8ceee     0 Cache.Windows\B.Misc_tc.cache
          2888      1 783ff53b4a7c7664c8acf31836d117cc5d64d174     0 Cache.Windows\B.Misc_tc.toc
         39496      1 a2ed7e21401becaf61f9ae7c68df6715cb75e38b     0 Cache.Windows\B.Misc_tr.cache
          3272      1 30b8c1dd5d8bed1f1ac22b0f94adb5765c1dfb52     0 Cache.Windows\B.Misc_tr.toc
         40154      1 f7d055a9f35c1dbdbbeaee97901fa037d47e7e8e     0 Cache.Windows\B.Misc_uk.cache
          3272      1 5dfac627c6b75bb9035141de5a8b2d329e6ec01e     0 Cache.Windows\B.Misc_uk.toc
      11133035     12 38b70c3434a40ce85bdef65b7148890804168f74     0 Cache.Windows\B.Misc_xx.cache
       1204328      2 766eb84fcfdfac295c2603786f115579dcb6ea0c     0 Cache.Windows\B.Misc_xx.toc
        477031      1 3d651647d0e731898f9847c92e10c8abf69323f2     0 Cache.Windows\B.Misc_zh.cache
          2888      1 9295dd9b021c2327df54a7605607030ca766e692     0 Cache.Windows\B.Misc_zh.toc
