Content Manifest for Depot 230411 

Manifest ID / date     : 1591604753021484150 / 11/30/2022 16:30:58 
Total number of files  : 308 
Total number of chunks : 38888 
Total bytes on disk    : 38583543971 
Total bytes compressed : 36963925792 


          Size Chunks File SHA                                 Flags Name
             0      0 0000000000000000000000000000000000000000    40 Cache.Windows
     110185406    106 d7bb168f282a82d2b4579faf6e9be9b1a09832c3     0 Cache.Windows\B.AnimRetarget.cache
        753032      1 aa46057c8a9c8eb345088991d1d48899a0d03a63     0 Cache.Windows\B.AnimRetarget.toc
         13719      1 2b0e6dbf84f5dd82c0b8d169bc86789e4c7a140b     0 Cache.Windows\B.CharacterCodesCache.cache
           200      1 2ccc062a6a1a8da3c875abd33fc22f58bc86d6de     0 Cache.Windows\B.CharacterCodesCache.toc
      18932944     19 7290359d225d31d6999eb4e31926a3617c77fb00     0 Cache.Windows\B.Font.cache
        424520      1 b1471e1107bc3e1e78400d389b9ef03155d4a889     0 Cache.Windows\B.Font.toc
    1483770893   1429 b9ed358b4cef194d40c3c576b88defba86ffa628     0 Cache.Windows\B.LightMap.cache
       4731464      5 725be39827f26e379f26a4a07c9dc2f6b40b2fdf     0 Cache.Windows\B.LightMap.toc
    4608262067   4466 507423a38e97fdcc5677f7019d369dbc1a842098     0 Cache.Windows\B.Misc.cache
      11512712     11 50879689e60118ac87c774d97f50159b301ddf7e     0 Cache.Windows\B.Misc.toc
         19342      1 afa3ad8a29bb20ff26194e121d0a077b3a135ef2     0 Cache.Windows\B.Misc_de.cache
          2888      1 c3374c3e8fffa08c23de54d7dc88410a5364f460     0 Cache.Windows\B.Misc_de.toc
         18345      1 7f3dd0dd9a5d9dafb93fb495d8b41b1de3c5db74     0 Cache.Windows\B.Misc_en.cache
          2888      1 e4ce45bf07593da4491ea274b5965d5aee9425fd     0 Cache.Windows\B.Misc_en.toc
         19932      1 d66e02949f9c27464177db04ee2d7934b9f3ebd7     0 Cache.Windows\B.Misc_es.cache
          2888      1 9e6593fd9d17d5ea53ec02f38c4c9f0870a52aea     0 Cache.Windows\B.Misc_es.toc
