Content Manifest for Depot 230411 

Manifest ID / date     : 8049567794324118250 / 10/12/2018 15:32:02 
Total number of files  : 450 
Total number of chunks : 27300 
Total bytes on disk    : 26500249237 
Total bytes compressed : 21317687696 


          Size Chunks File SHA                                 Flags Name
             0      0 0000000000000000000000000000000000000000    40 Cache.Windows
     126570244    121 85beaf7783f61ecac6da898b7a3ebe84e8285e25     0 Cache.Windows\B.AnimRetarget.cache
        384008      1 8373452cf7528d043b36f214727b51628bc8ae00     0 Cache.Windows\B.AnimRetarget.toc
         37839      1 a9f54ce974926073834735f722c660606745b252     0 Cache.Windows\B.CharacterCodesCache.cache
           200      1 34b34b7181cc980c306c384e3fe6239aac022b06     0 Cache.Windows\B.CharacterCodesCache.toc
       5112845      5 9e92f968893c5ff100cc2ec9a5f38cf387da8a84     0 Cache.Windows\B.CharacterCodesCacheDx10.cache
          8744      1 b39540944d396fde97eea9b4fafabc0486278de6     0 Cache.Windows\B.CharacterCodesCacheDx10.toc
       5109010      5 8a738d39cd97030267e9cf15521621b9609424e6     0 Cache.Windows\B.CharacterCodesCacheDx11.cache
          8744      1 05c51db6cf9a7e1fbd5e87c534862e6825abb441     0 Cache.Windows\B.CharacterCodesCacheDx11.toc
       2947718      3 93319475f00aaadee8f62efc6f4f0216bd6bd451     0 Cache.Windows\B.CharacterCodesCacheDx9.cache
          8744      1 bfa1ec4fac8c4b887dd137aefcb3f8681a5c2944     0 Cache.Windows\B.CharacterCodesCacheDx9.toc
      13177301     13 2af1d9d48190111c476f58eb683383424472e0c2     0 Cache.Windows\B.Font.cache
        226856      1 13af74c9bf0841f56feac173844831067f2705ac     0 Cache.Windows\B.Font.toc
    3169601581   3058 3ca23df2cc1f4eddba24a07cbb077880ac07353c     0 Cache.Windows\B.Misc.cache
       6255848      6 c5ca8ce7a81f9eedd5ea301e5fce4127da532e9b     0 Cache.Windows\B.Misc.toc
         61405      1 d309f505743301196a282806c76180192a0cbd34     0 Cache.Windows\B.Misc_de.cache
          6728      1 406692b536499a4dc763c62011d45016393fb936     0 Cache.Windows\B.Misc_de.toc
         57586      1 4b74a078a9213ee24bad4c0074d2254685819b88     0 Cache.Windows\B.Misc_en.cache
          6728      1 34da1934f76341962fabe2eb4e5e099e2a1170fa     0 Cache.Windows\B.Misc_en.toc
         61979      1 2b2ae039cb7dd8dfd955053da58fcba5f93630b1     0 Cache.Windows\B.Misc_es.cache
          6728      1 640fb0f32938b9381c3bc722b8c60a15c25d42ce     0 Cache.Windows\B.Misc_es.toc
         62327      1 f781c0b55cd5f86379b0c8e8371fe61c3cc2aa44     0 Cache.Windows\B.Misc_fr.cache
          6728      1 d2429dc4189c69060fd2898673e6f7f0ae4a7486     0 Cache.Windows\B.Misc_fr.toc
         62841      1 166c1bd126fa9ed4bb6bf3398c90443e57e28746     0 Cache.Windows\B.Misc_it.cache
          6728      1 f6bef9fda13ffb41bcd2d01092672ef1dd104d1f     0 Cache.Windows\B.Misc_it.toc
        492075      1 db3cc849b484b4bb19d083ac7c0874071220c23f     0 Cache.Windows\B.Misc_ja.cache
